OSEBuildingID,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge,log_surface,surface_per_floor,has_parking,Use_Hotel,Use_K-12 School,Use_Medical Office,Use_Non-Refrigerated Warehouse,Use_Office,Use_Other,Use_Other - Recreation,Use_Retail Store,Use_Supermarket/Grocery Store,Use_Worship Facility,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,LargestPropertyUseType_3168131.0,LargestPropertyUseType_5697472.5,LargestPropertyUseType_899924.1875,LargestPropertyUseType_Adult Education,LargestPropertyUseType_Automobile Dealership,LargestPropertyUseType_Bank Branch,LargestPropertyUseType_College/University,LargestPropertyUseType_Data Center,LargestPropertyUseType_Distribution Center,LargestPropertyUseType_Financial Office,LargestPropertyUseType_Fire Station,LargestPropertyUseType_Fitness Center/Health Club/Gym,LargestPropertyUseType_Food Service,LargestPropertyUseType_Hospital (General Medical & Surgical),LargestPropertyUseType_Hotel,LargestPropertyUseType_K-12 School,LargestPropertyUseType_Laboratory,LargestPropertyUseType_Library,LargestPropertyUseType_Lifestyle Center,LargestPropertyUseType_Manufacturing/Industrial Plant,LargestPropertyUseType_Medical Office,LargestPropertyUseType_Movie Theater,LargestPropertyUseType_Multifamily Housing,LargestPropertyUseType_Museum,LargestPropertyUseType_Non-Refrigerated Warehouse,LargestPropertyUseType_Office,LargestPropertyUseType_Other,LargestPropertyUseType_Other - Education,LargestPropertyUseType_Other - Entertainment/Public Assembly,LargestPropertyUseType_Other - Lodging/Residential,LargestPropertyUseType_Other - Mall,LargestPropertyUseType_Other - Public Services,LargestPropertyUseType_Other - Recreation,LargestPropertyUseType_Other - Restaurant/Bar,LargestPropertyUseType_Other - Services,LargestPropertyUseType_Other - Utility,LargestPropertyUseType_Other/Specialty Hospital,LargestPropertyUseType_Parking,LargestPropertyUseType_Performing Arts,"LargestPropertyUseType_Personal Services (Health/Beauty, Dry Cleaning, etc)",LargestPropertyUseType_Police Station,LargestPropertyUseType_Pre-school/Daycare,LargestPropertyUseType_Prison/Incarceration,LargestPropertyUseType_Refrigerated Warehouse,"LargestPropertyUseType_Repair Services (Vehicle, Shoe, Locksmith, etc)",LargestPropertyUseType_Residence Hall/Dormitory,LargestPropertyUseType_Residential Care Facility,LargestPropertyUseType_Restaurant,LargestPropertyUseType_Retail Store,LargestPropertyUseType_Self-Storage Facility,LargestPropertyUseType_Senior Care Community,LargestPropertyUseType_Social/Meeting Hall,LargestPropertyUseType_Strip Mall,LargestPropertyUseType_Supermarket/Grocery Store,LargestPropertyUseType_Urgent Care/Clinic/Other Outpatient,LargestPropertyUseType_Wholesale Club/Supercenter,LargestPropertyUseType_Worship Facility
447,47.5471,-122.32406,1963,1.0,1,0,106000,106001.0,763364.5,5.32,62,11.571203807011967,106000.0,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,47.63349,-122.32634,1962,1.0,3,38400,120200,125779.0,18309150.0,236.9,63,11.696920620516192,40066.66666666666,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,47.53764,-122.3232,1960,1.0,1,0,119661,118733.0,775729.1875,5.44,65,11.69242638082741,119661.0,0,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,47.62958,-122.32826,2001,1.0,7,44728,94472,82098.0,4342597.0,30.27,24,11.456069358372018,13496.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,47.62566,-122.34287,1984,1.0,6,33921,61800,95721.0,3063504.5,21.36,41,11.03167482454464,10300.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,47.62929,-122.34194,1996,2.0,5,115228,98055,105563.0,5661689.5,39.47,29,11.493294023021,19611.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,47.64776,-122.33924,2001,1.0,3,47656,56041,63199.0,11319836.0,374.92,24,10.933856688607833,18680.33333333333,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,47.70105,-122.32659,1974,1.0,5,0,74880,71751.0,5134607.5,35.8,51,11.223655465763157,14976.0,0,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,47.69999,-122.32663,1979,1.0,6,0,88774,85339.0,6029121.5,42.03,46,11.393860357811288,14795.666666666666,0,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,47.69917,-122.3268,1983,1.0,5,0,122250,91281.0,5535626.0,38.59,42,11.713831587262764,24450.0,0,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,47.70063,-122.32487,1979,1.0,4,0,53730,53730.0,4742869.0,33.06,46,10.891745395126074,13432.5,0,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,47.5671,-122.36416,1960,1.0,3,0,55593,55593.0,4224872.5,93.23,65,10.92583056074651,18531.0,0,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,47.62269,-122.33224,1982,1.0,4,60960,73096,72066.0,4695139.0,32.73,43,11.199542605224035,18274.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,47.5653,-122.33076,2005,1.0,1,0,158415,158415.0,22394416.0,454.49,20,11.972979763362297,158415.0,0,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
492,47.62003,-122.35706,1985,1.0,4,28800,58195,58195.0,2991674.75,20.86,40,10.97157190283528,14548.75,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,47.66057,-122.36857,1999,1.0,1,0,164437,102653.0,18390344.0,326.18,26,12.010288878446971,164437.0,0,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
468,47.62402,-122.33755,2009,1.0,5,66234,118248,118016.0,5671256.0,40.47,16,11.680547849658804,23649.6,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,47.62348,-122.33743,1928,1.0,3,0,55200,54880.0,11594121.0,269.71,97,10.918736348043124,18400.0,0,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,47.62286,-122.33804,2004,1.0,6,52582,86700,79384.0,3238216.0,22.57,21,11.370220696727491,14450.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,47.62383,-122.3356,2009,1.0,5,98700,172371,168132.0,7851334.5,61.93,16,12.057410211028271,34474.2,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,47.62572,-122.33389,1914,1.0,5,0,127800,127800.0,2767491.0,29.53,111,11.758229645621093,25560.0,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,47.62621,-122.33128,2001,1.0,6,95000,131592,131592.0,11963428.0,94.64,24,11.787469104969274,21932.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,47.62121,-122.33885,2003,1.0,5,50654,109046,72407.0,31371618.0,726.96,22,11.599534260934991,21809.2,1,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,47.62137,-122.33744,2006,1.0,4,73673,136143,113803.0,6917478.5,122.68,19,11.82146842808934,34035.75,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,47.62131,-122.33814,2006,1.0,6,109905,193198,178628.0,7519466.5,69.59,19,12.171476024763722,32199.666666666668,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,47.62002,-122.33687,1954,1.0,3,0,67380,29732.0,2755829.0,74.1,71,11.118118358049584,22460.0,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,47.62405,-122.34036,1963,1.0,4,0,102235,103135.0,24395228.0,587.16,62,11.53503914521534,25558.75,0,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,47.62115,-122.3597,1974,1.0,5,20826,67236,64752.0,3415561.25,23.81,51,11.115978970227394,13447.2,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,47.62224,-122.3585,1972,1.0,5,20416,66762,66648.0,3632613.75,25.32,53,11.108904313854207,13352.4,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,47.62224,-122.3585,1970,1.0,5,20416,66762,66747.0,3493093.75,24.35,55,11.108904313854207,13352.4,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,47.62014,-122.35768,1971,1.0,5,21600,66400,69691.0,3484915.5,24.29,54,11.103467395592086,13280.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,47.65821,-122.31831,1988,1.0,4,88405,108344,108344.0,19165116.0,477.87,37,11.593075859153055,27086.0,1,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,47.65884,-122.3183,1994,1.0,4,95281,95995,95995.0,8422861.0,77.99,31,11.472061802915228,23998.75,1,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,47.66838,-122.3931,1946,2.0,2,0,111445,6076957.0,,,79,11.621295447636063,55722.5,0,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,47.56885,-122.37121,1997,1.0,4,0,98475,98475.0,1090496.625,22.44,28,11.497568142649186,24618.75,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,47.7237,-122.29232,1995,1.0,2,187878,121087,121087.0,14512786.0,277.98,30,11.704272832971496,60543.5,1,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
503,47.56895,-122.33775,2008,1.0,1,0,63225,63225.0,6522551.5,45.47,17,11.054470887941358,63225.0,0,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
504,47.56548,-122.35378,1955,0.0,1,0,113780,91532.0,3574542.25,121.98,70,11.64203082715686,113780.0,0,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,47.56419,-122.34262,1999,1.0,1,0,243044,325424.0,1396082.25,41.8,26,12.401001890363212,243044.0,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,47.64942,-122.35024,2001,1.0,3,156312,123940,156312.0,11521702.0,80.32,24,11.727560924903752,41313.333333333336,1,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,47.63549,-122.34103,1952,1.0,3,12998,53464,72000.0,6876439.5,47.94,73,10.886782513190758,17821.333333333332,1,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,47.72053,-122.34739,1997,1.0,1,0,131387,107931.0,8773058.0,110.46,28,11.785910056661423,131387.0,0,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
515,47.72377,-122.34095,1999,1.0,3,0,94400,67155.0,784364.5,10.24,26,11.455306945297822,31466.666666666668,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,47.72546,-122.34659,1964,6.0,1,0,111900,124231.0,9814820.0,226.43,61,11.625369830810577,111900.0,0,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
517,47.72803,-122.34214,1984,0.0,1,0,144776,144776.0,13424079.0,237.39,41,11.882949906538371,144776.0,0,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
518,47.7249,-122.34332,1967,1.0,1,0,114000,57805.0,17225444.0,553.27,58,11.643962499267984,114000.0,0,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519,47.7235,-122.34458,1997,1.0,1,0,50083,50065.0,8663691.0,158.92,28,10.821456874788838,50083.0,0,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
520,47.65086,-122.35412,1988,1.0,3,28645,95426,96504.0,4991360.5,34.9,37,11.466116836262016,31808.666666666668,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,47.64963,-122.35158,2000,1.0,4,36528,53472,90000.0,3897738.0,27.17,25,10.886932132596671,13368.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,47.64849,-122.35041,2001,1.0,3,33709,62332,62232.0,5413418.0,37.74,24,11.040246259560732,20777.33333333333,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,47.64822,-122.34848,1999,1.0,3,114829,166128,152579.0,11325513.0,94.47,26,12.020519873979996,55376.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,47.64882,-122.34905,1999,1.0,4,103032,140302,138995.0,8651835.0,85.01,26,11.851559648613192,35075.5,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,47.55146,-122.32832,1982,1.0,5,121375,268920,243018.0,7683885.0,53.57,43,12.502172935154077,53784.0,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,47.54983,-122.32858,1967,1.0,2,0,90000,70000.0,1429146.375,17.17,58,11.407576060361786,45000.0,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,47.55032,-122.32614,1966,1.0,1,0,50200,50200.0,1047461.0,32.22,59,10.823790225800138,50200.0,0,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
529,47.66891,-122.38528,1925,1.0,6,6200,87833,53993.0,4758198.0,120.24,100,11.383203948399467,14638.833333333334,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,47.66724,-122.38553,1941,1.0,2,0,63240,63240.0,227566.7031,8.15,84,11.054708103975113,31620.0,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,47.66233,-122.3748,2008,1.0,5,182454,140415,182454.0,17085344.0,413.35,17,11.852364724194848,28083.0,1,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,47.64676,-122.37581,1988,1.0,4,23400,106893,130293.0,465533.3125,3.25,37,11.579592968216245,26723.25,1,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
534,47.65567,-122.37478,1997,1.0,4,0,106041,106041.0,1123943.0,25.58,28,11.57159052103234,26510.25,0,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,47.63634,-122.3754,1956,1.0,3,0,94470,94470.0,1000796.875,33.18,69,11.456048188078173,31490.0,0,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
538,47.59963,-122.32796,2002,1.0,10,38186,143508,150840.0,7637986.0,53.25,23,11.874153029985171,14350.8,1,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
