OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),DefaultData,ComplianceStatus,BuildingAge,log_surface,Size_S,Size_M,Size_L,Size_XL,Size_XXL,surface_per_floor,Nhood_CENTRAL,Nhood_DELRIDGE,Nhood_DOWNTOWN,Nhood_EAST,Nhood_GREATER DUWAMISH,Nhood_LAKE UNION,Nhood_MAGNOLIA / QUEEN ANNE,Nhood_NORTH,Nhood_NORTHEAST,Nhood_NORTHWEST,Nhood_Other,Nhood_SOUTHEAST,Nhood_SOUTHWEST
427,NonResidential,Large Office,World Trade Center East-Seattle,2211 Elliott Ave,Seattle,DOWNTOWN,47.6117,-122.34778,1998,11,184776,189629,Office,150969.0,13329024.0,13329024.0,False,Compliant,27,12.152830084134454,False,False,False,True,False,17239.0,False,False,True,False,False,False,False,False,False,False,False,False,False
428,NonResidential,Other,Lenora,120 Lenora,Seattle,DOWNTOWN,47.61252,-122.34351,1985,12,38000,155500,Other,146689.0,14436982.0,14436982.0,False,Compliant,40,11.954407441448915,False,False,False,True,False,12958.333333333334,False,False,True,False,False,False,False,False,False,False,False,False,False
429,NonResidential,Large Office,Terminal Sales Building,1932 1st Avenue,Seattle,DOWNTOWN,47.61108,-122.34217,1923,11,0,102846,Office,93879.0,5327249.5,6047637.0,False,Compliant,102,11.540997725963418,False,False,False,True,False,9349.636363636364,False,False,True,False,False,False,False,False,False,False,False,False,False
430,NonResidential,Small- and Mid-Sized Office,The Marshall Building,2013 4th Avenue,Seattle,DOWNTOWN,47.61304,-122.34059,1925,4,0,52800,Office,38880.0,2429021.0,2500323.75,False,Compliant,100,10.874285408908944,False,False,True,False,False,13200.0,False,False,True,False,False,False,False,False,False,False,False,False,False
432,Campus,Mixed Use Property,Securities Building Campus,1904 Third Avenue,Seattle,DOWNTOWN,47.61229,-122.33903,1913,10,0,258497,Parking,155000.0,20779796.0,21536130.0,False,Compliant,112,12.462643235956783,False,False,False,False,True,25849.7,False,False,True,False,False,False,False,False,False,False,False,False,False
433,NonResidential,Retail Store,(71367A) SEATTLE Macy's,300 PINE STREET,Seattle,DOWNTOWN,47.61098,-122.33815,1929,8,0,861702,Retail Store,509342.0,17666646.0,17666646.0,False,Compliant,96,13.666665942711875,False,False,False,False,True,107712.75,False,False,True,False,False,False,False,False,False,False,False,False,False
434,NonResidential,Other,Benaroya Research Institute at Virginia Mason,1201 9th Ave,Seattle,EAST,47.61,-122.32922,1999,5,97400,109550,Other,206950.0,19295226.0,19105426.0,False,Compliant,26,11.60414547323389,False,False,False,True,False,21910.0,False,False,False,True,False,False,False,False,False,False,False,False,False
436,NonResidential,Other,VM Seattle Hospital & Medical Center - Health Resources Building,909 University Street,Seattle,EAST,47.61048,-122.32837,1988,9,0,46710,Urgent Care/Clinic/Other Outpatient,46710.0,4169431.5,4439795.5,False,Compliant,37,10.75173496195892,False,True,False,False,False,5190.0,False,False,False,True,False,False,False,False,False,False,False,False,False
437,NonResidential,Medical Office,VM Seattle Hospital & Medical Center - Lindeman Pavilion,901 University Street,Seattle,EAST,47.61048,-122.32837,1945,3,104000,162000,Medical Office,162000.0,13911761.0,14009703.0,False,Compliant,80,11.995357787034976,False,False,False,True,False,54000.0,False,False,False,True,False,False,False,False,False,False,False,False,False
438,NonResidential,Medical Office,1101 Madison Tower,1101 Madison,Seattle,EAST,47.60921,-122.32425,1992,14,407795,282363,Medical Office,270384.0,21156670.0,21156670.0,False,Compliant,33,12.550952297721576,False,False,False,False,True,20168.785714285714,False,False,False,True,False,False,False,False,False,False,False,False,False
439,NonResidential,Mixed Use Property,Fisher Plaza - East Building,140 4th Ave N,Seattle,LAKE UNION,47.61915,-122.34857,2001,6,177660,200783,Parking,164332.0,55073120.0,55073120.0,False,Compliant,24,12.20998498235009,False,False,False,False,True,33463.833333333336,False,False,False,False,False,True,False,False,False,False,False,False,False
441,NonResidential,Hotel,Best Western Executive Inn,200 Taylor Ave N,Seattle,LAKE UNION,47.62036,-122.34588,1979,5,29409,79608,Hotel,109017.0,9474745.0,9707963.0,False,Compliant,46,11.284882430767706,False,False,True,False,False,15921.6,False,False,False,False,False,True,False,False,False,False,False,False,False
443,NonResidential,Large Office,Elliott Bay Office Park,300 Elliott Avenue West,Seattle,MAGNOLIA / QUEEN ANNE,47.62177,-122.36158,1981,5,38452,237282,Office,228504.0,16373232.0,16373232.0,False,Compliant,44,12.37700880058246,False,False,False,False,True,47456.4,False,False,False,False,False,False,True,False,False,False,False,False,False
444,NonResidential,Warehouse,FedEX van Terminal,651 S Alaska St,Seattle,GREATER DUWAMISH,47.56064,-122.32522,2001,1,0,123061,Non-Refrigerated Warehouse,123061.0,1987934.625,1987934.625,False,Compliant,24,11.720443572397098,False,False,False,True,False,123061.0,False,False,False,False,True,False,False,False,False,False,False,False,False
446,NonResidential,Distribution Center,Washington State Ferries Building,6000 6th Ave S,Seattle,GREATER DUWAMISH,47.54868,-122.3255,1963,1,0,59090,Distribution Center,40272.0,2756214.75,3153949.5,False,Compliant,62,10.986833907533804,False,False,True,False,False,59090.0,False,False,False,False,True,False,False,False,False,False,False,False,False
447,NonResidential,Warehouse,NWCP-SEA Sylv Bldg,750 S Michigan St,Seattle,GREATER DUWAMISH,47.5471,-122.32406,1963,1,0,106000,Non-Refrigerated Warehouse,106001.0,763364.5,763364.5,False,Compliant,62,11.571203807011969,False,False,False,True,False,106000.0,False,False,False,False,True,False,False,False,False,False,False,False,False
449,NonResidential,Large Office,1551 Eastlake,1551 Eastlake Ave E,Seattle,LAKE UNION,47.63349,-122.32634,1962,3,38400,120200,Office,125779.0,18309150.0,18471858.0,False,Compliant,63,11.696920620516192,False,False,False,True,False,40066.666666666664,False,False,False,False,False,True,False,False,False,False,False,False,False
451,NonResidential,Distribution Center,Frye Distribution Center,660 S. Othello St.,Seattle,GREATER DUWAMISH,47.53764,-122.3232,1960,1,0,119661,Distribution Center,118733.0,775729.1875,775864.1875,False,Compliant,65,11.69242638082741,False,False,False,True,False,119661.0,False,False,False,False,True,False,False,False,False,False,False,False,False
452,NonResidential,Large Office,1144 Eastlake Building,1144 Eastlake Ave East,Seattle,LAKE UNION,47.62958,-122.32826,2001,7,44728,94472,Office,82098.0,4342597.0,4342597.0,False,Compliant,24,11.456069358372018,False,False,True,False,False,13496.0,False,False,False,False,False,True,False,False,False,False,False,False,False
453,NonResidential,Small- and Mid-Sized Office,701 Dexter,701 Dexter Avenue North,Seattle,MAGNOLIA / QUEEN ANNE,47.62566,-122.34287,1984,6,33921,61800,Office,95721.0,3063504.5,3155171.75,False,Compliant,41,11.031674824544641,False,False,True,False,False,10300.0,False,False,False,False,False,False,True,False,False,False,False,False,False
456,NonResidential,Large Office,1100 Dexter-RREEF SeaDPD ID 456,1100 Dexter Avenue North,Seattle,MAGNOLIA / QUEEN ANNE,47.62929,-122.34194,1996,5,115228,98055,Office,105563.0,5661689.5,5661689.5,False,Compliant,29,11.493294023021,False,False,True,False,False,19611.0,False,False,False,False,False,False,True,False,False,False,False,False,False
457,NonResidential,Large Office,1441 N. 34th Street,1441 N 34TH ST,Seattle,LAKE UNION,47.64776,-122.33924,2001,3,47656,56041,Office,63199.0,11319836.0,11672252.0,False,Compliant,24,10.933856688607833,False,False,True,False,False,18680.333333333332,False,False,False,False,False,True,False,False,False,False,False,False,False
458,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center B,155 NE 100th Street,Seattle,NORTH,47.70105,-122.32659,1974,5,0,74880,Office,71751.0,5134607.5,5531460.0,False,Compliant,51,11.223655465763155,False,False,True,False,False,14976.0,False,False,False,False,False,False,False,True,False,False,False,False,False
459,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center C,9725 3rd Avenue,Seattle,NORTH,47.69999,-122.32663,1979,6,0,88774,Office,85339.0,6029121.5,6353294.0,False,Compliant,46,11.393860357811288,False,False,True,False,False,14795.666666666666,False,False,False,False,False,False,False,True,False,False,False,False,False
460,NonResidential,Large Office,Northgate Plaza,9709 3rd Ave NE,Seattle,NORTH,47.69917,-122.3268,1983,5,0,122250,Office,91281.0,5535626.0,5535626.0,False,Compliant,42,11.713831587262764,False,False,False,True,False,24450.0,False,False,False,False,False,False,False,True,False,False,False,False,False
461,NonResidential,Small- and Mid-Sized Office,Northgate Office Building,9750 3rd Ave NE,Seattle,NORTH,47.70063,-122.32487,1979,4,0,53730,Office,53730.0,4742869.0,4742869.0,False,Compliant,46,10.891745395126074,False,False,True,False,False,13432.5,False,False,False,False,False,False,False,True,False,False,False,False,False
462,NonResidential,Small- and Mid-Sized Office,Delridge Building,4045 Delridge Way,Seattle,DELRIDGE,47.5671,-122.36416,1960,3,0,55593,Office,55593.0,4224872.5,4414587.0,False,Compliant,65,10.92583056074651,False,False,True,False,False,18531.0,False,True,False,False,False,False,False,False,False,False,False,False,False
463,NonResidential,Large Office,425 Pontius,425 Pontius Ave N,Seattle,LAKE UNION,47.62269,-122.33224,1982,4,60960,73096,Office,72066.0,4695139.0,4899096.0,False,Compliant,43,11.199542605224037,False,False,True,False,False,18274.0,False,False,False,False,False,True,False,False,False,False,False,False,False
464,NonResidential,Retail Store,Costco #0001 Seattle,4401 4th Ave South,Seattle,GREATER DUWAMISH,47.5653,-122.33076,2005,1,0,158415,Retail Store,158415.0,22394416.0,23293664.0,False,Compliant,20,11.972979763362297,False,False,False,True,False,158415.0,False,False,False,False,True,False,False,False,False,False,False,False,False
465,NonResidential,Large Office,1000 Denny Building,1000 Denny Way,Seattle,LAKE UNION,47.61907,-122.33651,1929,8,0,287819,Office,155985.0,48406556.0,48037000.0,False,Compliant,96,12.570090563724165,False,False,False,False,True,35977.375,False,False,False,False,False,True,False,False,False,False,False,False,False
492,NonResidential,Small- and Mid-Sized Office,Queen Anne Plaza,201 Queen Anne Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.62003,-122.35706,1985,4,28800,58195,Office,58195.0,2991674.75,3018140.75,False,Compliant,40,10.97157190283528,False,False,True,False,False,14548.75,False,False,False,False,False,False,True,False,False,False,False,False,False
467,NonResidential,Retail Store,70100608-Ballard,915 NW 45th Street,Seattle,BALLARD,47.66057,-122.36857,1999,1,0,164437,Retail Store,102653.0,18390344.0,19031574.0,False,Compliant,26,12.010288878446973,False,False,False,True,False,164437.0,False,False,False,False,False,False,False,False,False,False,False,False,False
468,NonResidential,Large Office,Interurban Exchange II - SEDO,535 Terry Ave. North,Seattle,LAKE UNION,47.62402,-122.33755,2009,5,66234,118248,Office,118016.0,5671256.0,5869476.5,False,Compliant,16,11.680547849658803,False,False,False,True,False,23649.6,False,False,False,False,False,True,False,False,False,False,False,False,False
469,NonResidential,Laboratory,Rosen Building - SEDO,960 Republican St.,Seattle,LAKE UNION,47.62348,-122.33743,1928,3,0,55200,Laboratory,54880.0,11594121.0,12072969.0,False,Compliant,97,10.918736348043124,False,False,True,False,False,18400.0,False,False,False,False,False,True,False,False,False,False,False,False,False
470,NonResidential,Laboratory,401 Terry (ID470),401 TERRY AVE N,Seattle,LAKE UNION,47.62254,-122.33753,2003,4,111793,129366,Laboratory,176171.0,33713876.0,34746128.0,False,Compliant,22,11.77040860534107,False,False,False,True,False,32341.5,False,False,False,False,False,True,False,False,False,False,False,False,False
471,NonResidential,Large Office,428 Westlake,428 Westlake Avenue N.,Seattle,LAKE UNION,47.62286,-122.33804,2004,6,52582,86700,Office,79384.0,3238216.0,3238216.0,False,Compliant,21,11.370220696727491,False,False,True,False,False,14450.0,False,False,False,False,False,True,False,False,False,False,False,False,False
473,NonResidential,Large Office,City Place II - SEDO,500 Boren Ave. N.,Seattle,LAKE UNION,47.62383,-122.3356,2009,5,98700,172371,Office,168132.0,7851334.5,7960023.0,False,Compliant,16,12.057410211028271,False,False,False,True,False,34474.2,False,False,False,False,False,True,False,False,False,False,False,False,False
474,NonResidential,Warehouse,08185-Lake Union,700 Fairview Ave N,Seattle,LAKE UNION,47.62572,-122.33389,1914,5,0,127800,Non-Refrigerated Warehouse,127800.0,2767491.0,2811924.5,False,Compliant,111,11.758229645621093,False,False,False,True,False,25560.0,False,False,False,False,False,True,False,False,False,False,False,False,False
475,NonResidential,Large Office,Arnold Building,1100 Fairview Ave No.,Seattle,LAKE UNION,47.62855,-122.33035,2002,5,206597,353919,Office,372503.0,30083496.0,30401640.0,False,Compliant,23,12.776826177876051,False,False,False,False,True,70783.8,False,False,False,False,False,True,False,False,False,False,False,False,False
476,NonResidential,Large Office,Yale,823 Yale Ave N.,Seattle,LAKE UNION,47.62621,-122.33128,2001,6,95000,131592,Office,131592.0,11963428.0,11812678.0,False,Compliant,24,11.787469104969274,False,False,False,True,False,21932.0,False,False,False,False,False,True,False,False,False,False,False,False,False
477,Campus,Other,Weintraub/Hutchinson/Thomas,1100 Fairview Ave N,Seattle,LAKE UNION,47.62855,-122.33035,1997,5,0,535947,Other,535947.0,131373880.0,137106112.0,False,Compliant,28,13.191792420421313,False,False,False,False,True,107189.4,False,False,False,False,False,True,False,False,False,False,False,False,False
480,NonResidential,Mixed Use Property,307 Westlake - SEDO,307 Westlake Ave. N.,Seattle,LAKE UNION,47.62121,-122.33885,2003,5,50654,109046,Other,72407.0,31371618.0,31915486.0,False,Compliant,22,11.599534260934991,False,False,False,True,False,21809.2,False,False,False,False,False,True,False,False,False,False,False,False,False
481,NonResidential,Large Office,Westlake Terry - East SEDO,321 Terry Ave. N.,Seattle,LAKE UNION,47.62137,-122.33744,2006,4,73673,136143,Office,113803.0,6917478.5,6917478.5,False,Compliant,19,11.82146842808934,False,False,False,True,False,34035.75,False,False,False,False,False,True,False,False,False,False,False,False,False
482,NonResidential,Large Office,Westlake Terry - West SEDO,320 Westlake Ave. N.,Seattle,LAKE UNION,47.62131,-122.33814,2006,6,109905,193198,Office,178628.0,7519466.5,7554767.0,False,Compliant,19,12.171476024763722,False,False,False,True,False,32199.666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False
484,NonResidential,Mixed Use Property,Fred Rogers Building,1020 John St.,Seattle,LAKE UNION,47.62002,-122.33687,1954,3,0,67380,Non-Refrigerated Warehouse,29732.0,2755829.0,3066491.25,False,Compliant,71,11.118118358049584,False,False,True,False,False,22460.0,False,False,False,False,False,True,False,False,False,False,False,False,False
487,NonResidential,Laboratory,UW Medicine Research Phase I,850 Republican St.,Seattle,LAKE UNION,47.62405,-122.34036,1963,4,0,102235,Laboratory,103135.0,24395228.0,24903228.0,False,Compliant,62,11.53503914521534,False,False,False,True,False,25558.75,False,False,False,False,False,True,False,False,False,False,False,False,False
488,NonResidential,Mixed Use Property,UW Medicine Research Phase II,850 Republican Street,Seattle,LAKE UNION,47.62405,-122.34036,2008,5,153684,282813,Laboratory,175364.0,45252356.0,47629656.0,False,Compliant,17,12.55254471672972,False,False,False,False,True,56562.6,False,False,False,False,False,True,False,False,False,False,False,False,False
489,NonResidential,Small- and Mid-Sized Office,200 West Thomas,200 West Thomas St,Seattle,MAGNOLIA / QUEEN ANNE,47.62115,-122.3597,1974,5,20826,67236,Office,64752.0,3415561.25,3558562.5,False,Compliant,51,11.115978970227394,False,False,True,False,False,13447.2,False,False,False,False,False,False,True,False,False,False,False,False,False
490,NonResidential,Small- and Mid-Sized Office,North Tower,100 West Harrison,Seattle,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1972,5,20416,66762,Office,66648.0,3632613.75,3838006.75,False,Compliant,53,11.108904313854207,False,False,True,False,False,13352.4,False,False,False,False,False,False,True,False,False,False,False,False,False
491,NonResidential,Small- and Mid-Sized Office,South Tower,100 West Harrison,Seattle,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1970,5,20416,66762,Office,66747.0,3493093.75,3705629.0,False,Compliant,55,11.108904313854207,False,False,True,False,False,13352.4,False,False,False,False,False,False,True,False,False,False,False,False,False
493,NonResidential,Small- and Mid-Sized Office,200 First Ave W,200 1ST AVE W,Seattle,MAGNOLIA / QUEEN ANNE,47.62014,-122.35768,1971,5,21600,66400,Office,69691.0,3484915.5,0.0,False,Compliant,54,11.103467395592086,False,False,True,False,False,13280.0,False,False,False,False,False,False,True,False,False,False,False,False,False
494,NonResidential,Medical Office,4225 Roosevelt 2ros4225,4225 Roosevelt Way NE,Seattle,NORTHEAST,47.65821,-122.31831,1988,4,88405,108344,Medical Office,108344.0,19165116.0,19718338.0,False,Compliant,37,11.593075859153057,False,False,False,True,False,27086.0,False,False,False,False,False,False,False,False,True,False,False,False,False
495,NonResidential,Medical Office,4245 Roosevelt 2ros4245,4245 Roosevelt Way NE,Seattle,NORTHEAST,47.65884,-122.3183,1994,4,95281,95995,Medical Office,95995.0,8422861.0,8422861.0,False,Compliant,31,11.472061802915228,False,False,True,False,False,23998.75,False,False,False,False,False,False,False,False,True,False,False,False,False
496,NonResidential,Self-Storage Facility,Market St Center,2811 NW Market Street,Seattle,BALLARD,47.66838,-122.3931,1946,2,0,111445,5697472.5,6076957.0,,,163.83,,79,11.621295447636063,False,False,False,True,False,55722.5,False,False,False,False,False,False,False,False,False,False,False,False,False
497,NonResidential,Warehouse,08176-West Seattle,2964 Sw Avalon Way,Seattle,SOUTHWEST,47.56885,-122.37121,1997,4,0,98475,Non-Refrigerated Warehouse,98475.0,1090496.625,1178591.625,False,Compliant,28,11.497568142649186,False,False,True,False,False,24618.75,False,False,False,False,False,False,False,False,False,False,False,False,True
498,NonResidential,Hospital,SCCA,825 Eastlake Ave E,Seattle,LAKE UNION,47.62667,-122.32965,2000,7,150455,201075,Hospital (General Medical & Surgical),215602.0,42709624.0,43178016.0,False,Compliant,25,12.211438225028584,False,False,False,False,True,28725.0,False,False,False,False,False,True,False,False,False,False,False,False,False
500,NonResidential,Supermarket / Grocery Store,70100179-Lake City,13000 Lake City Way NE,Seattle,NORTH,47.7237,-122.29232,1995,2,187878,121087,Supermarket/Grocery Store,121087.0,14512786.0,14843382.0,False,Compliant,30,11.704272832971496,False,False,False,True,False,60543.5,False,False,False,False,False,False,False,True,False,False,False,False,False
503,NonResidential,Supermarket / Grocery Store,RESTAURANT DEPOT SEATTLE (ID503),3670 E MARGINAL WAY S,Seattle,GREATER DUWAMISH,47.56895,-122.33775,2008,1,0,63225,Supermarket/Grocery Store,63225.0,6522551.5,6522551.5,False,Compliant,17,11.054470887941358,False,False,True,False,False,63225.0,False,False,False,False,True,False,False,False,False,False,False,False,False
504,Nonresidential COS,Other,Westbridge,4209 W Marginal Way SW,Seattle,DELRIDGE,47.56548,-122.35378,1955,1,0,113780,Other - Services,91532.0,3574542.25,4021869.0,False,Compliant,70,11.642030827156859,False,False,False,True,False,113780.0,False,True,False,False,False,False,False,False,False,False,False,False,False
507,NonResidential,Warehouse,Skyline-East Marginal,4401 E Marginal Way S,Seattle,GREATER DUWAMISH,47.56419,-122.34262,1999,1,0,243044,Non-Refrigerated Warehouse,325424.0,1396082.25,1396082.25,False,Compliant,26,12.401001890363212,False,False,False,False,True,243044.0,False,False,False,False,True,False,False,False,False,False,False,False,False
508,NonResidential,Other,The Park View Building,601 N 34th St,Seattle,LAKE UNION,47.64942,-122.35024,2001,3,156312,123940,Parking,156312.0,11521702.0,11521702.0,False,Compliant,24,11.727560924903752,False,False,False,True,False,41313.333333333336,False,False,False,False,False,True,False,False,False,False,False,False,False
513,NonResidential,Other,Q13 FOX,1813 Westlake Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.63549,-122.34103,1952,3,12998,53464,Other,72000.0,6876439.5,6876439.5,False,Compliant,73,10.886782513190758,False,False,True,False,False,17821.333333333332,False,False,False,False,False,False,True,False,False,False,False,False,False
514,NonResidential,Retail Store,W000252-NORTH SEATTLE WA,12525 AURORA AVENUE NORTH,Seattle,NORTHWEST,47.72053,-122.34739,1997,1,0,131387,Retail Store,107931.0,8773058.0,8949319.0,False,Compliant,28,11.785910056661425,False,False,False,True,False,131387.0,False,False,False,False,False,False,False,False,False,True,False,False,False
515,NonResidential,Warehouse,0643-Seattle - North 130th Street,1430 North 130th Street,Seattle,NORTHWEST,47.72377,-122.34095,1999,3,0,94400,Non-Refrigerated Warehouse,67155.0,784364.5,800622.875,False,Compliant,26,11.455306945297822,False,False,True,False,False,31466.666666666668,False,False,False,False,False,False,False,False,False,True,False,False,False
516,NonResidential,Other,Aurora Shopping Center,13201 Aurora Avenue North,Seattle,NORTHWEST,47.72546,-122.34659,1964,1,0,111900,Strip Mall,124231.0,9814820.0,10079993.0,False,Compliant,61,11.625369830810577,False,False,False,True,False,111900.0,False,False,False,False,False,False,False,False,False,True,False,False,False
517,NonResidential,Supermarket / Grocery Store,Sam's Club #18-6687,13550 Aurora Ave. N.,Seattle,NORTHWEST,47.72803,-122.34214,1984,1,0,144776,Wholesale Club/Supercenter,144776.0,13424079.0,13827966.0,False,Compliant,41,11.882949906538373,False,False,False,True,False,144776.0,False,False,False,False,False,False,False,False,False,True,False,False,False
518,NonResidential,Retail Store,AURORA ACRES (ID518),13200 AURORA AVE N,Seattle,NORTHWEST,47.7249,-122.34332,1967,1,0,114000,Retail Store,57805.0,17225444.0,17225444.0,False,Compliant,58,11.643962499267984,False,False,False,True,False,114000.0,False,False,False,False,False,False,False,False,False,True,False,False,False
519,NonResidential,Supermarket / Grocery Store,00410-Hwy 99 & 130th,13050 Aurora Avenue North,Seattle,NORTHWEST,47.7235,-122.34458,1997,1,0,50083,Supermarket/Grocery Store,50065.0,8663691.0,8901074.0,False,Compliant,28,10.821456874788838,False,False,True,False,False,50083.0,False,False,False,False,False,False,False,False,False,True,False,False,False
520,NonResidential,Large Office,Burke Building,400 North 34th Street,Seattle,LAKE UNION,47.65086,-122.35412,1988,3,28645,95426,Office,96504.0,4991360.5,4991360.5,False,Compliant,37,11.466116836262017,False,False,True,False,False,31808.666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False
521,NonResidential,Small- and Mid-Sized Office,The Evanston Building,501 N 34th Street,Seattle,LAKE UNION,47.64963,-122.35158,2000,4,36528,53472,Office,90000.0,3897738.0,3897738.0,False,Compliant,25,10.886932132596673,False,False,True,False,False,13368.0,False,False,False,False,False,True,False,False,False,False,False,False,False
522,NonResidential,Small- and Mid-Sized Office,The Waterside Building,651 N 34th St,Seattle,LAKE UNION,47.64849,-122.35041,2001,3,33709,62332,Office,62232.0,5413418.0,5413418.0,False,Compliant,24,11.040246259560732,False,False,True,False,False,20777.333333333332,False,False,False,False,False,True,False,False,False,False,False,False,False
523,NonResidential,Large Office,Adobe Seattle,801 N 34th,Seattle,LAKE UNION,47.64822,-122.34848,1999,3,114829,166128,Office,152579.0,11325513.0,11325513.0,False,Compliant,26,12.020519873979996,False,False,False,True,False,55376.0,False,False,False,False,False,True,False,False,False,False,False,False,False
524,NonResidential,Large Office,Plaza 701 N 34th,701 N. 34th Street,Seattle,LAKE UNION,47.64882,-122.34905,1999,4,103032,140302,Office,138995.0,8651835.0,8651835.0,False,Compliant,26,11.851559648613192,False,False,False,True,False,35075.5,False,False,False,False,False,True,False,False,False,False,False,False,False
526,NonResidential,Large Office,Seattle Design Center (Plaza Center),5601 6th Ave. S,Seattle,GREATER DUWAMISH,47.55146,-122.32832,1982,5,121375,268920,Office,243018.0,7683885.0,7683885.0,False,Compliant,43,12.502172935154075,False,False,False,False,True,53784.0,False,False,False,False,True,False,False,False,False,False,False,False,False
527,NonResidential,Warehouse,Northwest Corporate Park,5900 4th Ave S,Seattle,GREATER DUWAMISH,47.54983,-122.32858,1967,2,0,90000,Non-Refrigerated Warehouse,70000.0,1429146.375,1468317.375,False,Compliant,58,11.407576060361786,False,False,True,False,False,45000.0,False,False,False,False,True,False,False,False,False,False,False,False,False
528,NonResidential,Retail Store,Oregon Tile & Marble,5930 6th Ave. South,Seattle,GREATER DUWAMISH,47.55032,-122.32614,1966,1,0,50200,Retail Store,50200.0,1047461.0,1193084.5,False,Compliant,59,10.823790225800138,False,False,True,False,False,50200.0,False,False,False,False,True,False,False,False,False,False,False,False,False
529,NonResidential,Small- and Mid-Sized Office,Ballard Building,2208 NW Market Street,Seattle,BALLARD,47.66891,-122.38528,1925,6,6200,87833,Office,53993.0,4758198.0,5055586.0,False,Compliant,100,11.383203948399467,False,False,True,False,False,14638.833333333334,False,False,False,False,False,False,False,False,False,False,False,False,False
530,NonResidential,Warehouse,Magnum Building,5422 Shilshole Avenue NW,Seattle,BALLARD,47.66724,-122.38553,1941,2,0,63240,Non-Refrigerated Warehouse,63240.0,227566.7031,272913.6875,False,Compliant,84,11.054708103975111,False,False,True,False,False,31620.0,False,False,False,False,False,False,False,False,False,False,False,False,False
532,NonResidential,Other,Ballard Blocks I,1416 NW 46th ST,Seattle,BALLARD,47.66233,-122.3748,2008,5,182454,140415,Parking,182454.0,17085344.0,17628306.0,False,Compliant,17,11.852364724194848,False,False,False,True,False,28083.0,False,False,False,False,False,False,False,False,False,False,False,False,False
533,NonResidential,Self-Storage Facility,08168-Queen Anne/Magnolia,3000 15th Ave West,Seattle,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1988,4,23400,106893,Self-Storage Facility,130293.0,465533.3125,465533.3125,False,Compliant,37,11.579592968216243,False,False,False,True,False,26723.25,False,False,False,False,False,False,True,False,False,False,False,False,False
534,NonResidential,Warehouse,Nickerson Street Self  Storage,1300 W. Nickerson Street,Seattle,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1997,4,0,106041,Non-Refrigerated Warehouse,106041.0,1123943.0,1254908.5,False,Compliant,28,11.571590521032341,False,False,False,True,False,26510.25,False,False,False,False,False,False,True,False,False,False,False,False,False
536,NonResidential,Self-Storage Facility,Magnolia Bridge Self Storage,1900 15th Ave W.,Seattle,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,1956,3,0,94470,Self-Storage Facility,94470.0,1000796.875,1187738.375,False,Compliant,69,11.456048188078173,False,False,True,False,False,31490.0,False,False,False,False,False,False,True,False,False,False,False,False,False
538,NonResidential,Large Office,Fifth and Jackson,315 Fifth Avenue,Seattle,DOWNTOWN,47.59963,-122.32796,2002,10,38186,143508,Office,150840.0,7637986.0,7783714.5,False,Compliant,23,11.874153029985171,False,False,False,True,False,14350.8,False,False,True,False,False,False,False,False,False,False,False,False,False
540,NonResidential,Warehouse,NWCP-SEA Bldg K,6136 6th Ave S,Seattle,GREATER DUWAMISH,47.54769,-122.3251,1966,1,0,22780,Non-Refrigerated Warehouse,22780.0,402051.3125,402051.3125,False,Compliant,59,10.033682134193954,False,True,False,False,False,22780.0,False,False,False,False,True,False,False,False,False,False,False,False,False
543,NonResidential,Distribution Center,Seattle Distribution Center Bldg A,6701-6795 E. Marginal Way S.,Seattle,GREATER DUWAMISH,47.54187,-122.32714,1967,1,0,124472,Distribution Center,124423.0,5464762.0,6345882.5,False,Compliant,58,11.73184410389787,False,False,False,True,False,124472.0,False,False,False,False,True,False,False,False,False,False,False,False,False
774,NonResidential,Large Office,Pacific Building,720 3RD AVE,Seattle,DOWNTOWN,47.60411,-122.33225,1970,22,98556,129000,Office,227556.0,8493420.0,8950688.0,False,Compliant,55,11.767575435251748,False,False,False,True,False,5863.636363636364,False,False,True,False,False,False,False,False,False,False,False,False,False
544,NonResidential,Distribution Center,Seattle Distribution Center Bldg B,6701-6797 E Marginal Way S.,Seattle,GREATER DUWAMISH,47.54187,-122.32714,1967,1,0,50065,Distribution Center,49918.0,1529510.25,1751500.375,False,Compliant,58,10.821097413976181,False,False,True,False,False,50065.0,False,False,False,False,True,False,False,False,False,False,False,False,False
