OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
515,NonResidential,Warehouse,0643-Seattle - North 130th Street,1430 North 130th Street,Seattle,NORTHWEST,47.72377,-122.34095,1999,1.0,3,0,94400,Non-Refrigerated Warehouse,67155.0,784364.5,False,Compliant,10.24
516,NonResidential,Other,Aurora Shopping Center,13201 Aurora Avenue North,Seattle,NORTHWEST,47.72546,-122.34659,1964,6.0,1,0,111900,Strip Mall,124231.0,9814820.0,False,Compliant,226.43
517,NonResidential,Supermarket / Grocery Store,Sam's Club #18-6687,13550 Aurora Ave. N.,Seattle,NORTHWEST,47.72803,-122.34214,1984,0.0,1,0,144776,Wholesale Club/Supercenter,144776.0,13424079.0,False,Compliant,237.39
518,NonResidential,Retail Store,AURORA ACRES (ID518),13200 AURORA AVE N,Seattle,NORTHWEST,47.7249,-122.34332,1967,1.0,1,0,114000,Retail Store,57805.0,17225444.0,False,Compliant,553.27
519,NonResidential,Supermarket / Grocery Store,00410-Hwy 99 & 130th,13050 Aurora Avenue North,Seattle,NORTHWEST,47.7235,-122.34458,1997,1.0,1,0,50083,Supermarket/Grocery Store,50065.0,8663691.0,False,Compliant,158.92
520,NonResidential,Large Office,Burke Building,400 North 34th Street,Seattle,LAKE UNION,47.65086,-122.35412,1988,1.0,3,28645,95426,Office,96504.0,4991360.5,False,Compliant,34.9
521,NonResidential,Small- and Mid-Sized Office,The Evanston Building,501 N 34th Street,Seattle,LAKE UNION,47.64963,-122.35158,2000,1.0,4,36528,53472,Office,90000.0,3897738.0,False,Compliant,27.17
522,NonResidential,Small- and Mid-Sized Office,The Waterside Building,651 N 34th St,Seattle,LAKE UNION,47.64849,-122.35041,2001,1.0,3,33709,62332,Office,62232.0,5413418.0,False,Compliant,37.74
523,NonResidential,Large Office,Adobe Seattle,801 N 34th,Seattle,LAKE UNION,47.64822,-122.34848,1999,1.0,3,114829,166128,Office,152579.0,11325513.0,False,Compliant,94.47
524,NonResidential,Large Office,Plaza 701 N 34th,701 N. 34th Street,Seattle,LAKE UNION,47.64882,-122.34905,1999,1.0,4,103032,140302,Office,138995.0,8651835.0,False,Compliant,85.01
526,NonResidential,Large Office,Seattle Design Center (Plaza Center),5601 6th Ave. S,Seattle,GREATER DUWAMISH,47.55146,-122.32832,1982,1.0,5,121375,268920,Office,243018.0,7683885.0,False,Compliant,53.57
527,NonResidential,Warehouse,Northwest Corporate Park,5900 4th Ave S,Seattle,GREATER DUWAMISH,47.54983,-122.32858,1967,1.0,2,0,90000,Non-Refrigerated Warehouse,70000.0,1429146.375,False,Compliant,17.17
528,NonResidential,Retail Store,Oregon Tile & Marble,5930 6th Ave. South,Seattle,GREATER DUWAMISH,47.55032,-122.32614,1966,1.0,1,0,50200,Retail Store,50200.0,1047461.0,False,Compliant,32.22
529,NonResidential,Small- and Mid-Sized Office,Ballard Building,2208 NW Market Street,Seattle,BALLARD,47.66891,-122.38528,1925,1.0,6,6200,87833,Office,53993.0,4758198.0,False,Compliant,120.24
530,NonResidential,Warehouse,Magnum Building,5422 Shilshole Avenue NW,Seattle,BALLARD,47.66724,-122.38553,1941,1.0,2,0,63240,Non-Refrigerated Warehouse,63240.0,227566.7031,False,Compliant,8.15
532,NonResidential,Other,Ballard Blocks I,1416 NW 46th ST,Seattle,BALLARD,47.66233,-122.3748,2008,1.0,5,182454,140415,Parking,182454.0,17085344.0,False,Compliant,413.35
533,NonResidential,Self-Storage Facility,08168-Queen Anne/Magnolia,3000 15th Ave West,Seattle,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1988,1.0,4,23400,106893,Self-Storage Facility,130293.0,465533.3125,False,Compliant,3.25
534,NonResidential,Warehouse,Nickerson Street Self  Storage,1300 W. Nickerson Street,Seattle,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1997,1.0,4,0,106041,Non-Refrigerated Warehouse,106041.0,1123943.0,False,Compliant,25.58
536,NonResidential,Self-Storage Facility,Magnolia Bridge Self Storage,1900 15th Ave W.,Seattle,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,1956,1.0,3,0,94470,Self-Storage Facility,94470.0,1000796.875,False,Compliant,33.18
538,NonResidential,Large Office,Fifth and Jackson,315 Fifth Avenue,Seattle,DOWNTOWN,47.59963,-122.32796,2002,1.0,10,38186,143508,Office,150840.0,7637986.0,False,Compliant,53.25
540,NonResidential,Warehouse,NWCP-SEA Bldg K,6136 6th Ave S,Seattle,GREATER DUWAMISH,47.54769,-122.3251,1966,1.0,1,0,22780,Non-Refrigerated Warehouse,22780.0,402051.3125,False,Compliant,2.8
543,NonResidential,Distribution Center,Seattle Distribution Center Bldg A,6701-6795 E. Marginal Way S.,Seattle,GREATER DUWAMISH,47.54187,-122.32714,1967,1.0,1,0,124472,Distribution Center,124423.0,5464762.0,False,Compliant,237.36
774,NonResidential,Large Office,Pacific Building,720 3RD AVE,Seattle,DOWNTOWN,47.60411,-122.33225,1970,1.0,22,98556,129000,Office,227556.0,8493420.0,False,Compliant,59.21
544,NonResidential,Distribution Center,Seattle Distribution Center Bldg B,6701-6797 E Marginal Way S.,Seattle,GREATER DUWAMISH,47.54187,-122.32714,1967,1.0,1,0,50065,Distribution Center,49918.0,1529510.25,False,Compliant,42.65
545,NonResidential,Distribution Center,GLACIER NORTHWEST (6335 1st Ave S),6335 1st Ave S,Seattle,GREATER DUWAMISH,47.54621,-122.33486,1969,1.0,1,0,57540,Distribution Center,57540.0,2582687.0,False,Compliant,76.68
546,NonResidential,Warehouse,NWCP-SEA Bldg A,410 S Front Street,Seattle,GREATER DUWAMISH,47.54853,-122.32814,1966,1.0,1,0,85400,Non-Refrigerated Warehouse,85400.0,1536998.25,False,Compliant,10.72
547,NonResidential,Warehouse,NWCP-SEA Bldg B,6001 6th Ave S,Seattle,GREATER DUWAMISH,47.54912,-122.32819,1966,1.0,1,0,55700,Non-Refrigerated Warehouse,55700.0,519806.0938,False,Compliant,3.62
548,NonResidential,Small- and Mid-Sized Office,Resource Center,5933 6th Ave S,Seattle,GREATER DUWAMISH,47.54965,-122.3278,1964,1.0,1,0,53250,Office,52759.0,1794187.25,False,Compliant,46.93
549,NonResidential,Small- and Mid-Sized Office,400 Mercer Street,400 Mercer Street,Seattle,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,1987,1.0,6,28427,50245,Office,78672.0,2179719.75,False,Compliant,28.63
550,NonResidential,Warehouse,21517-Seattle / Aurora AVE N,11512 Aurora Avenue N,Seattle,NORTHWEST,47.71286,-122.34422,1986,1.0,3,0,64660,Non-Refrigerated Warehouse,64660.0,325513.0,False,Compliant,6.32
551,NonResidential,Mixed Use Property,Richmark Label,1110 East Pine Street,Seattle,EAST,47.61552,-122.31744,1927,1.0,2,19928,55916,Other,28442.0,3684188.5,False,Compliant,38.48
552,NonResidential,Distribution Center,South Seattle Distribution Center- 3800,3800 1st Avenue South,Seattle,GREATER DUWAMISH,47.5701,-122.33342,1968,1.0,1,0,161678,Distribution Center,162425.0,9357230.0,False,Compliant,204.81
553,NonResidential,Distribution Center,South Seattle Distribution Center- 3844,3844 1ST AVE S,Seattle,GREATER DUWAMISH,47.56874,-122.33303,1949,1.0,1,0,101101,Distribution Center,101101.0,21795830.0,False,Compliant,152.71
554,NonResidential,Distribution Center,South Seattle Distribution Center- 3601,3601 2ND AVE S,Seattle,GREATER DUWAMISH,47.57023,-122.33241,1980,1.0,1,0,52613,Distribution Center,59504.0,1061458.25,False,Compliant,32.02
555,NonResidential,Other,Cascade Designs Inc. ( Yosemite ),4000 1st Ave. South,Seattle,GREATER DUWAMISH,47.56785,-122.33361,1940,1.0,1,0,56608,Other,45340.0,5094197.0,False,Compliant,74.31
556,NonResidential,Refrigerated Warehouse,Charlies Produce,4103 2nd Ave South,Seattle,GREATER DUWAMISH,47.56637,-122.33273,1953,1.0,1,0,104099,Refrigerated Warehouse,100000.0,17695420.0,False,Compliant,142.36
557,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,8704 Greenwood Ave N,Seattle,NORTHWEST,47.69267,-122.35506,2003,1.0,1,7450,50734,Supermarket/Grocery Store,51722.0,14715262.0,False,Compliant,414.43
558,NonResidential,Supermarket / Grocery Store,70500858 -- North Seattle,1531 NE 145th Street,Seattle,NORTH,47.73315,-122.3105,1980,1.0,1,0,58480,Supermarket/Grocery Store,44431.0,11054535.0,False,Compliant,272.54
561,NonResidential,Large Office,Alley24,221 Yale Avenue North,Seattle,LAKE UNION,47.62029,-122.33078,2005,1.0,6,124800,211900,Office,217977.0,9058916.0,False,Compliant,54.92
562,NonResidential,Retail Store,011-Seattle,222 Yale Ave. N.,Seattle,LAKE UNION,47.62,-122.33027,1996,1.0,4,159994,104014,Retail Store,98863.0,9937707.0,False,Compliant,190.61
563,NonResidential,Small- and Mid-Sized Office,Darigold HQ,1130 Rainier Ave S,Seattle,CENTRAL,47.59367,-122.30957,1914,1.0,2,0,62220,Office,60676.0,5444253.5,False,Compliant,38.55
564,NonResidential,Small- and Mid-Sized Office,Poplar Building,900 Poplar Pl S.,Seattle,GREATER DUWAMISH,47.59388,-122.31124,1970,1.0,1,0,65430,Office,60732.0,3181045.5,False,Compliant,90.24
565,NonResidential,Large Office,Northcut Landing,4915 25th Ave NE,Seattle,NORTHEAST,47.66517,-122.30186,2006,1.0,3,42440,59850,Office,83715.0,6062770.5,False,Compliant,49.17
566,NonResidential,Other,Pike St,1708 E Pike St,Seattle,CENTRAL,47.6144,-122.30982,1926,1.0,3,0,80004,Other,74864.0,12232124.0,False,Compliant,85.28
568,NonResidential,Warehouse,K2 and Iron Mountain (Seattle 4),4201 6th Ave S,Seattle,GREATER DUWAMISH,47.56407,-122.32765,1991,1.0,2,0,323916,Non-Refrigerated Warehouse,263528.0,8024064.5,False,Compliant,262.45
569,NonResidential,Mixed Use Property,Pacific Tower,1200 12th Avenue South,Seattle,GREATER DUWAMISH,47.5928,-122.31599,1932,1.0,14,0,304052,Office,218918.0,21027396.0,False,Compliant,247.35
570,NonResidential,Small- and Mid-Sized Office,Northwest Building,2323 Eastlake Ave E,Seattle,LAKE UNION,47.64037,-122.32626,1978,1.0,4,31210,54175,Office,50235.0,4855036.5,False,Compliant,33.85
571,NonResidential,Distribution Center,Northwest Center Industries,7272 W. Marginal Way S.,Seattle,GREATER DUWAMISH,47.53687,-122.33316,1989,1.0,2,0,98024,Distribution Center,63896.0,1988334.5,False,Compliant,42.25
572,NonResidential,Mixed Use Property,Bright Horizons,1275 Mercer St,Seattle,LAKE UNION,47.62405,-122.33084,1928,1.0,1,15000,50000,Office,20000.0,2603931.25,False,Compliant,63.89
573,NonResidential,Large Office,617 Eastlake,617 Eastlake Ave E,Seattle,LAKE UNION,47.62488,-122.33007,1990,1.0,5,66620,77953,Office,78521.0,5135040.0,False,Compliant,35.8
574,NonResidential,Retail Store,(71371A) NORTHGATE Macy's,401 NE NORTHGATE WAY,Seattle,NORTH,47.70759,-122.3255,1950,1.0,2,0,302812,Retail Store,302812.0,7290824.5,False,Compliant,129.29
575,NonResidential,Small- and Mid-Sized Office,Northway Square East,2150 N 107th ST,Seattle,NORTHWEST,47.70744,-122.33171,1974,1.0,5,0,86400,Office,78200.0,9080022.0,False,Compliant,293.55
576,NonResidential,Other,Northgate Village,818-832 NE Northgate Way,Seattle,North,47.7094,-122.31843,1969,0.0,2,0,98539,Strip Mall,98539.0,5450441.5,False,Compliant,46.49
577,NonResidential,Small- and Mid-Sized Office,NorthWay West Building,10700 Meridian Ave North,Seattle,NORTHWEST,47.70732,-122.33279,1981,1.0,6,0,86483,Office,86483.0,6361236.5,False,Compliant,44.35
578,NonResidential,Distribution Center,Pacific Plumbing Supply,7115 W Marginal Way SW,Seattle,DELRIDGE,47.53926,-122.34143,1976,1.0,1,0,51600,Distribution Center,34400.0,1124543.125,False,Compliant,22.1
579,NonResidential,Warehouse,Jones Stevedoring Seattle Building,7245 West Marginal Way SW,Seattle,DELRIDGE,47.53689,-122.33847,1968,1.0,1,0,140520,Non-Refrigerated Warehouse,140520.0,2225512.0,False,Compliant,57.73
580,NonResidential,Large Office,PEMCO,1300 Dexter Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,1986,1.0,5,62380,91649,Office,91645.0,4636396.5,False,Compliant,58.88
581,NonResidential,Other,Meridian Medical Pavilion,11011 Meridian Ave N,Seattle,NORTHWEST,47.70887,-122.33494,2005,1.0,3,91935,69854,Parking,91935.0,6963616.5,False,Compliant,49.28
582,NonResidential,Medical Office,McMurray Medical Building,1536 N. 115th Street,Seattle,NORTHWEST,47.7126,-122.33782,2005,1.0,3,0,63909,Medical Office,60670.0,4765753.5,False,Compliant,33.22
583,NonResidential,Warehouse,Iron Mountain,1201 N. 96th St.,Seattle,NORTHWEST,47.69814,-122.34295,1948,1.0,2,0,53472,Non-Refrigerated Warehouse,46846.0,971155.625,False,Compliant,34.0
584,NonResidential,Warehouse,Lenci Corporation,428 S. Cloverdale,Seattle,GREATER DUWAMISH,47.52696,-122.32913,1980,1.0,1,0,50417,Non-Refrigerated Warehouse,50417.0,1847401.0,False,Compliant,58.67
23854,NonResidential,Restaurant,Pier 57,1301 Alaskan Way,Seattle,DOWNTOWN,47.60613,-122.34115,1900,1.0,1,0,43728,Restaurant,43728.0,11508035.0,False,Compliant,611.19
585,NonResidential,Medical Office,NWH Outpatient Medical Center,10330 Meridian Ave N,Seattle,NORTHWEST,47.70449,-122.33272,1961,1.0,3,0,133298,Medical Office,133298.0,15640994.0,False,Compliant,295.48
586,NonResidential,Retail Store,"SEATTLE, WA-0106",401 NE NORTHGATE WAY STE 475,Seattle,NORTH,47.70759,-122.3255,1965,1.0,2,0,168619,Retail Store,173106.0,6455828.5,False,Compliant,91.1
589,NonResidential,Large Office,1260 Mercer,1260 Mercer St,Seattle,LAKE UNION,47.6244,-122.33157,2000,1.0,4,71385,104500,Office,103970.0,6486377.5,False,Compliant,45.22
590,NonResidential,Warehouse,4727 Building,4727 DENVER AVE S,Seattle,GREATER DUWAMISH,47.56089,-122.33474,1969,1.0,2,0,104786,Non-Refrigerated Warehouse,104786.0,1028376.875,False,Compliant,23.86
592,NonResidential,Other,SEATTLE 1ST AVE GAR,4755 1ST AVE S,Seattle,GREATER DUWAMISH,47.55787,-122.335,2000,1.0,1,41600,11440,Other,51427.0,1770027.5,False,Compliant,49.9
594,NonResidential,Other,McKinstry SEA - 220 S Hudson Shop,220 S Hudson St,Seattle,GREATER DUWAMISH,47.55741,-122.33163,1973,0.0,1,0,110689,Other,110689.0,2339814.25,False,Compliant,107.83
595,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 220 S Dawson Office,220 S Dawson St,Seattle,GREATER DUWAMISH,47.5563,-122.33186,1948,1.0,1,0,53620,Office,53620.0,2058955.25,False,Compliant,22.12
596,NonResidential,Small- and Mid-Sized Office,5050,5050 1st Ave S,Seattle,GREATER DUWAMISH,47.55623,-122.33316,1938,1.0,1,0,50008,Office,50008.0,3202213.0,False,Compliant,65.3
597,NonResidential,Large Office,635 Elliott - South Bldg.,635 Elliott Avenue West,Seattle,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2009,1.0,4,100176,191000,Office,194674.0,6657348.5,False,Compliant,49.74
598,NonResidential,Warehouse,4225 2nd Ave So.,4225 2nd Ave. South,Seattle,GREATER DUWAMISH,47.56549,-122.33221,1957,1.0,1,0,50832,Non-Refrigerated Warehouse,43920.0,2551022.25,False,Compliant,107.16
599,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),4601 6th Ave S,Seattle,GREATER DUWAMISH,47.56158,-122.32754,1971,1.0,1,0,76354,Refrigerated Warehouse,76486.0,2843033.5,False,Compliant,20.29
600,NonResidential,Warehouse,Merlino Foods Building,4100 4th Avenue South,Seattle,GREATER DUWAMISH,47.56558,-122.32889,1956,1.0,1,0,98480,Non-Refrigerated Warehouse,98480.0,2831565.5,False,Compliant,39.5
601,NonResidential,Mixed Use Property,Wallingford Center,1815 N 45th St.,Seattle,LAKE UNION,47.66113,-122.33572,1904,1.0,2,0,53002,Retail Store,31602.0,3441643.25,False,Compliant,64.0
602,NonResidential,Mixed Use Property,199 Blaine,199 E Blaine St.,Seattle,LAKE UNION,47.63465,-122.32592,2008,1.0,3,51218,124700,Office,66737.0,22530168.0,False,Compliant,640.71
603,NonResidential,Other,1241 Eastlake - Zymogenetics,1241 Eastlake Ave E,Seattle,LAKE UNION,47.63108,-122.32746,1920,1.0,3,63782,106003,Other,106003.0,19155416.0,False,Compliant,406.02
604,NonResidential,Large Office,AGC Building,1200 Westlake Ave N,Seattle,LAKE UNION,47.63,-122.3396,1971,1.0,11,0,124721,Office,107594.0,13898181.0,False,Compliant,365.79
605,NonResidential,Small- and Mid-Sized Office,Lake Union Building,1700 Westlake Ave N,Seattle,LAKE UNION,47.63376,-122.33968,1970,1.0,7,0,94002,Office,93905.0,5662234.0,False,Compliant,39.47
606,NonResidential,Warehouse,NWCP-SEA Bldg U,520 S Brandon St,Seattle,GREATER DUWAMISH,47.55515,-122.3275,1974,1.0,1,0,93020,Non-Refrigerated Warehouse,93020.0,1252323.875,False,Compliant,8.73
19746,NonResidential,Other,ARTECH,2609 1st Avenue,Seattle,DOWNTOWN,47.6153,-122.35014,1946,1.0,1,0,23000,Other,20310.0,711118.375,False,Compliant,25.74
607,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,9262 Rainier Ave,Seattle,SOUTHEAST,47.52095,-122.26825,2002,1.0,1,0,61053,Supermarket/Grocery Store,54434.0,13133225.0,False,Compliant,306.5
609,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,111 South Jackson Street,Seattle,DOWNTOWN,47.59895,-122.33379,1904,1.0,5,0,78920,Office,78564.0,2830674.75,False,Compliant,19.73
610,NonResidential,Small- and Mid-Sized Office,FX McRory Building,419 Occidental Ave. S.,Seattle,DOWNTOWN,47.59855,-122.33327,1906,1.0,7,0,99440,Office,65088.0,6606832.5,False,Compliant,134.69
611,NonResidential,Small- and Mid-Sized Office,Westland Building,100 South King Street,Seattle,DOWNTOWN,47.59856,-122.33379,1907,1.0,6,0,73260,Office,63871.0,2853189.5,False,Compliant,19.89
612,NonResidential,Small- and Mid-Sized Office,The Globe Building,105 South Main St.,Seattle,DOWNTOWN,47.59979,-122.3338,1900,1.0,4,0,69817,Office,34647.0,2178074.5,False,Compliant,76.8
613,NonResidential,Small- and Mid-Sized Office,The Grand Central Building,216 1st Ave. S.,Seattle,DOWNTOWN,47.60035,-122.33379,1900,1.0,4,0,84750,Office,41609.0,2094724.625,False,Compliant,26.04
614,NonResidential,Small- and Mid-Sized Office,Interurban Building,157 Yesler Way,Seattle,DOWNTOWN,47.60146,-122.33248,1900,1.0,6,13320,62176,Office,45799.0,3570161.75,False,Compliant,24.89
615,NonResidential,Large Office,Occidental Mall,308 Occidental Avenue S,Seattle,DOWNTOWN,47.59962,-122.33247,1900,1.0,4,0,164380,Office,123607.0,7655751.0,False,Compliant,130.31
616,NonResidential,Large Office,(ID616) Court in the Square,401 Second Ave S,Seattle,DOWNTOWN,47.59858,-122.33198,1907,1.0,7,0,160580,Office,160580.0,4336187.5,False,Compliant,99.59
619,Nonresidential COS,Other,King Street Station,303 S Jackson Street,Seattle,DOWNTOWN,47.59871,-122.3299,1906,1.0,3,0,67755,Other,33647.0,1904480.0,False,Compliant,13.28
620,NonResidential,Mixed Use Property,Pacific Office Automation,1064 4th Ave S,Seattle,GREATER DUWAMISH,47.59334,-122.32905,1910,1.0,3,0,56700,Office,26250.0,2371575.0,False,Compliant,31.58
621,NonResidential,Warehouse,1021-1045 6th Ave. S.,1045 6th Avenue South,Seattle,GREATER DUWAMISH,47.59366,-122.32666,1922,1.0,1,0,82852,Non-Refrigerated Warehouse,58472.0,2153603.5,False,Compliant,65.56
622,NonResidential,Other,Pacific Galleries,241 S Lander St,Seattle,GREATER DUWAMISH,47.57941,-122.33131,1953,1.0,2,0,76442,Other,50500.0,3978277.0,False,Compliant,132.6
623,NonResidential,Distribution Center,Hullin Transfer Building,270 S HANFORD ST,Seattle,GREATER DUWAMISH,47.57658,-122.33054,1962,1.0,2,0,92792,Distribution Center,85343.0,3155496.0,False,Compliant,74.18
624,NonResidential,Other,South Occidental Warehouse,1900 Occidental Ave S,Seattle,GREATER DUWAMISH,47.58444,-122.33282,1941,2.0,2,0,125519,Manufacturing/Industrial Plant,142901.0,2244317.0,False,Compliant,15.65
625,NonResidential,Large Office,"2200 Equities, LLC",2200 1st Avenue South,Seattle,GREATER DUWAMISH,47.58361,-122.33369,1900,1.0,4,25800,103200,Office,104869.0,4374646.0,False,Compliant,30.5
626,NonResidential,Warehouse,Warehouse 1,1750 Occidental Ave S,Seattle,GREATER DUWAMISH,47.58781,-122.33264,1954,1.0,1,0,78814,Non-Refrigerated Warehouse,78814.0,861972.875,False,Compliant,16.48
627,NonResidential,Small- and Mid-Sized Office,Roebling Building,901 Occidental Ave S,Seattle,GREATER DUWAMISH,47.59486,-122.33368,1904,1.0,4,0,58970,Office,39870.0,1776411.75,False,Compliant,41.18
628,NonResidential,Distribution Center,Palmer Court Building,1000 1st Ave S,Seattle,GREATER DUWAMISH,47.59403,-122.33367,1910,1.0,6,10800,64800,Distribution Center,51040.0,2688675.75,False,Compliant,18.74
629,NonResidential,Distribution Center,1016 1st Ave S LP,1014 1st Ave S,Seattle,GREATER DUWAMISH,47.59363,-122.33371,1907,1.0,4,0,56270,Distribution Center,39884.0,1056782.125,False,Compliant,7.37
630,NonResidential,Small- and Mid-Sized Office,The Reedo Building,542 1st Avenue South,Seattle,DOWNTOWN,47.59701,-122.33378,1904,1.0,4,0,66842,Office,43122.0,5608600.5,False,Compliant,138.35
632,NonResidential,Small- and Mid-Sized Office,Provident Building,568 1st Avenue South,Seattle,DOWNTOWN,47.59639,-122.33368,1909,1.0,6,10800,64488,Office,65508.0,2891605.0,False,Compliant,20.18
633,NonResidential,Large Office,83 S KING ST BLDG (ID633),83 S KING ST,Seattle,DOWNTOWN,47.59806,-122.33475,1904,1.0,7,0,184322,Office,183916.0,9722890.0,False,Compliant,67.78
634,NonResidential,Large Office,505 FIRST AVE S BLDG (ID634),505 1ST AVE S,Seattle,DOWNTOWN,47.59767,-122.33467,2009,1.0,7,0,287853,Office,273812.0,25567108.0,False,Compliant,182.14
635,NonResidential,Small- and Mid-Sized Office,1201 Building,"1201 1st Ave. S.,",Seattle,GREATER DUWAMISH,47.59202,-122.33486,1914,1.0,2,0,64512,Office,63000.0,5968153.5,False,Compliant,180.76
638,NonResidential,Warehouse,West Coast Building,2203 1st Ave. S.,Seattle,GREATER DUWAMISH,47.58365,-122.33467,1926,1.0,7,0,144050,Non-Refrigerated Warehouse,144050.0,3929371.0,False,Compliant,98.43
639,NonResidential,Small- and Mid-Sized Office,Green Room,2245 1st Ave. South,Seattle,GREATER DUWAMISH,47.58252,-122.33465,1930,1.0,3,0,60592,Office,60384.0,5049446.5,False,Compliant,47.25
641,NonResidential,Retail Store,The Home Depot,2701 Utah Avenue South,Seattle,GREATER DUWAMISH,47.57842,-122.33558,1993,1.0,1,0,107930,Retail Store,107704.0,7221482.5,False,Compliant,100.42
642,NonResidential,Warehouse,99/55 South Spokane St. Whse,99/55 South Spokane St.,Seattle,GREATER DUWAMISH,47.57096,-122.3355,1926,1.0,1,0,99084,Non-Refrigerated Warehouse,99084.0,1618110.375,False,Compliant,49.25
647,NonResidential,Distribution Center,Ferguson Building,4100 W Marginal Way SW,Seattle,Delridge,47.56676,-122.35247,1953,1.0,1,0,72719,Distribution Center,72719.0,2581741.75,False,Compliant,42.74
649,NonResidential,Small- and Mid-Sized Office,INScape,815 Seattle Blvd S.,Seattle,EAST,47.59534849,-122.327269,1930,0.0,4,0,76624,Office,76624.0,2773647.5,False,Compliant,33.41
650,NonResidential,Small- and Mid-Sized Office,45th Street Plaza,1100 NE 45th ST,Seattle,NORTHEAST,47.66158,-122.31625,2001,1.0,6,36583,55123,Office,53281.0,8570571.0,False,Compliant,59.75
651,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,530 Fairview Avenue North,Seattle,LAKE UNION,47.62395,-122.33392,2008,1.0,5,39902,89191,Medical Office,89131.0,19248732.0,False,Compliant,477.85
652,NonResidential,Large Office,West Seattle Corporate Center,4025 Delridge Way SW,Seattle,DELRIDGE,47.56787,-122.36419,1991,1.0,5,16221,121885,Office,119083.0,8381834.5,False,Compliant,58.43
654,NonResidential,Retail Store,AIRPORT WAY SOUTH,4101 - 4111 AIRPORT WAY S,Seattle,GREATER DUWAMISH,47.56664,-122.32346,1973,1.0,1,0,56572,Retail Store,56576.0,2409429.0,False,Compliant,67.29
656,NonResidential,Medical Office,Arnold Pavilion,1221 Madison Street,Seattle,EAST,47.60979,-122.32298,2004,1.0,0,0,225982,Medical Office,200184.0,20560622.0,False,Compliant,692.12
658,NonResidential,Large Office,505 Union Station - SEDO,505 5th Ave. South,Seattle,DOWNTOWN,47.59794,-122.32767,2000,1.0,11,0,312512,Office,303312.0,25747022.0,False,Compliant,185.39
660,NonResidential,Small- and Mid-Sized Office,1505 5th Ave,1505 5th Ave.,Seattle,DOWNTOWN,47.61077,-122.3361,1926,1.0,6,0,97720,Office,51881.0,2478025.25,False,Compliant,17.28
661,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,1229 madison Street,Seattle,EAST,47.61002,-122.32222,1985,1.0,10,206580,215923,Medical Office,197408.0,17254810.0,False,Compliant,190.1
671,NonResidential,Medical Office,Jefferson Tower,1600 E Jefferson St,Seattle,CENTRAL,47.60649,-122.31121,1987,1.0,7,0,94500,Medical Office,113739.0,5792926.0,False,Compliant,40.38
673,NonResidential,Retail Store,#8944 West Seattle,7345 Delridge Way SW,Seattle,DELRIDGE,47.53655,-122.36377,2005,0.0,1,0,94713,Retail Store,109758.0,5417598.0,False,Compliant,94.74
674,NonResidential,Medical Office,7th and Madison,904   7th Ave.,Seattle,EAST,47.60707,-122.3288,2008,1.0,9,101342,201560,Medical Office,201365.0,14751117.0,False,Compliant,130.32
677,NonResidential,Medical Office,Cabrini Medical Tower,901 Boren Avenue,Seattle,EAST,47.60883,-122.32494,1973,1.0,19,156407,163504,Medical Office,170727.0,15067340.0,False,Compliant,357.39
678,NonResidential,Large Office,Colman Building,"811 First Avenue, Suite 350",Seattle,DOWNTOWN,47.60353,-122.33558,1900,1.0,6,0,205521,Office,114919.0,8138616.5,False,Compliant,282.46
679,NonResidential,Small- and Mid-Sized Office,Mutual Life Building,605 First Avenue,Seattle,DOWNTOWN,47.60197,-122.33437,1900,1.0,6,0,56700,Office,46000.0,3065954.5,False,Compliant,21.37
680,NonResidential,Small- and Mid-Sized Office,RDA Building,800 Maynard Ave S,Seattle,GREATER DUWAMISH,47.59554,-122.32471,1925,1.0,4,0,72000,Office,72000.0,2729167.75,False,Compliant,23.48
681,NonResidential,Large Office,1633 Westlake Building,1633 Westlake Avenue North,Seattle,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,2000,1.0,4,94892,96254,Office,103000.0,5101504.5,False,Compliant,35.56
682,NonResidential,Other,West Seattle Fitness,2629 SW Andover Street,Seattle,DELRIDGE,47.56797,-122.36711,2001,1.0,3,11527,57236,Other - Recreation,50000.0,9029489.0,False,Compliant,310.19
