OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
21319,NonResidential,Small- and Mid-Sized Office,4th Avenue Building,1408 4th Avenue,Seattle,DOWNTOWN,47.60961,-122.33566,1907,1.0,5,0,35840,Office,35840.0,1538750.625,False,Compliant,48.35
21321,NonResidential,Other,5265050802 - WM1084 Fifth and Union,1401 5th AVE,Seattle,DOWNTOWN,47.60985,-122.33527,1941,1.0,2,0,25920,Bank Branch,23230.0,1333432.125,False,Compliant,9.3
21322,NonResidential,Small- and Mid-Sized Office,Fourth and Union,1404 Fourth Ave,Seattle,DOWNTOWN,47.60952,-122.33558,1928,1.0,4,0,30525,Office,15609.0,2883139.0,False,Compliant,73.61
21328,NonResidential,Other,Seattle First Hill,1334 Terry Avenue,Seattle,EAST,47.61186,-122.32857,1964,1.0,4,0,49243,Other/Specialty Hospital,52284.0,8476183.0,False,Compliant,101.34
21336,NonResidential,Other,University Club,1004 Boren Ave,Seattle,EAST,47.6097,-122.325,1912,0.0,3,0,20411,Social/Meeting Hall,20411.0,2014475.875,False,Compliant,71.23
21351,NonResidential,Medical Office,Swedish Alcoa Building,1401 Madison St,Seattle,EAST,47.61065,-122.32125,1962,1.0,2,10285,20570,Medical Office,21571.0,2946756.25,False,Compliant,85.55
21353,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,1111 Harvard Ave.,Seattle,EAST,47.61194,-122.32177,1910,1.0,3,0,73549,Office,41632.0,2828950.5,False,Compliant,107.45
21364,NonResidential,Other,Pacific Northwest Research,720 Broadway,Seattle,EAST,47.60865694,-122.3205368,1988,1.0,5,11400,34380,Other - Education,45780.0,10834087.0,False,Compliant,462.4
21365,NonResidential,Medical Office,Northwest Kidney Center (21365),700 Broadway,Seattle,EAST,47.60865416,-122.3205904,1963,0.0,3,0,39115,Medical Office,50000.0,3735308.5,False,Compliant,60.04
21366,NonResidential,Other,Town Hall Seattle,1119 8th Avenue,Seattle,EAST,47.60901,-122.32994,1916,1.0,3,0,38038,Other - Entertainment/Public Assembly,35886.0,1107290.625,False,Compliant,55.61
21367,NonResidential,Worship Facility,First Presbyterian Church of Seattle,1013 8th Ave,Seattle,EAST,47.60821,-122.3296,1962,1.0,3,0,37796,Worship Facility,53000.0,2465983.5,False,Compliant,123.41
21380,Nonresidential COS,Small- and Mid-Sized Office,System Operations Center,614 NW 46th St,Seattle,Ballard,47.66256,-122.36483,1993,1.0,1,0,27744,Office,18380.0,5355753.0,False,Compliant,37.34
21382,NonResidential,Warehouse,Superior Self Storage,832 NW 48,Seattle,BALLARD,47.66388,-122.36831,1960,1.0,1,0,36444,Non-Refrigerated Warehouse,36444.0,161311.0938,False,Compliant,1.12
21388,NonResidential,Warehouse,lee warehouse,4259 8th Avenue NW,Seattle,BALLARD,47.65907,-122.36783,1950,1.0,1,0,27553,Non-Refrigerated Warehouse,27553.0,966677.125,False,Compliant,31.61
21389,NonResidential,Distribution Center,Double Y Investment Co.,4222 8th Ave NW,Seattle,BALLARD,47.6583,-122.36638,1951,3.0,1,0,57310,Distribution Center,57310.0,1253745.5,False,Compliant,34.87
21391,NonResidential,Mixed Use Property,On Ballard- 425 Westlake,425 Westlake Ave N.,Seattle,LAKE UNION,47.62296,-122.33884,1920,1.0,2,0,25920,Office,10109.0,989079.5,False,Compliant,16.57
21396,NonResidential,Restaurant,Uptown Espresso Building (Block 38W) - SEDO,500-510 Westlake Ave. North,Seattle,LAKE UNION,47.62354,-122.33808,1919,1.0,3,0,40686,Restaurant,40686.0,2106073.5,False,Compliant,73.0
21397,NonResidential,Retail Store,Guitar Center (Block 38W) - SEDO,520-530 Westlake Ave. North,Seattle,LAKE UNION,47.62399,-122.33804,1964,1.0,2,0,45271,Retail Store,45271.0,2553763.5,False,Compliant,82.72
21398,NonResidential,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,534 Westlake Ave. North,Seattle,LAKE UNION,47.62437,-122.33802,1920,1.0,3,12180,16200,Office,28380.0,1372213.375,False,Compliant,35.77
21401,NonResidential,Small- and Mid-Sized Office,511 Boren,511 Boren Avenue North,Seattle,LAKE UNION,47.62353,-122.33622,1926,1.0,3,0,26176,Office,23730.0,966907.375,False,Compliant,32.09
21413,NonResidential,Small- and Mid-Sized Office,Fairview,1000 Fairview Ave N,Seattle,LAKE UNION,47.62799,-122.33132,1926,1.0,1,0,37740,Office,37481.0,7442314.5,False,Compliant,73.48
21418,Nonresidential COS,Other,Northwest Rooms,394 1st Ave. N.,Seattle,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1961,1.0,1,0,26000,Other,49847.0,5277482.5,False,Compliant,184.09
21424,NonResidential,Worship Facility,First Church Seattle,180 Denny Way,Seattle,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,2009,1.0,3,0,23241,Worship Facility,23241.0,739210.5,False,Compliant,20.64
21425,NonResidential,Other,Pacific Science Center,200 Second Avenue North,Seattle,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1962,1.0,1,0,155795,Other,155795.0,17673018.0,False,Compliant,255.83
21432,Nonresidential COS,Other,Fisher Pavilion,200 Thomas St,Seattle,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,2002,1.0,1,0,21018,Other,21018.0,1761137.5,False,Compliant,24.62
21433,Nonresidential COS,Other,Chihuly Garden and Glass,305 Harrison St #30,Seattle,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1998,1.0,1,0,30533,Museum,28631.0,5903015.0,False,Compliant,192.12
21435,NonResidential,Other,space needle,400 broard street,Seattle,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1961,1.0,2,0,33971,Other - Recreation,50000.0,17686444.0,False,Compliant,523.95
21436,Nonresidential COS,Other,Seattle Children's Theatre,201 Thomas St.,Seattle,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1992,1.0,2,0,40600,Other,33000.0,2485521.0,False,Compliant,41.06
21438,NonResidential,Small- and Mid-Sized Office,Sellen Construction Headquarters,227 Westlake Ave N,Seattle,LAKE UNION,47.62055,-122.33881,1999,1.0,4,0,38038,Office,38038.0,2003807.75,False,Compliant,13.97
21442,NonResidential,Small- and Mid-Sized Office,Terry Ave Building,225 Terry Avenue North,Seattle,LAKE UNION,47.62028,-122.33717,2007,1.0,4,24596,40000,Office,41591.0,2524228.25,False,Compliant,77.8
21443,NonResidential,Small- and Mid-Sized Office,219 Terry Building,219 Terry Ave. N.,Seattle,LAKE UNION,47.62038,-122.33759,1928,1.0,3,6062,35404,Office,35404.0,9190442.0,False,Compliant,234.03
21445,NonResidential,Large Office,202 Westlake,202 Westlake Ave. N.,Seattle,LAKE UNION,47.62004,-122.33807,2013,1.0,6,100800,29910,Office,120548.0,7429423.0,False,Compliant,86.51
21447,NonResidential,Small- and Mid-Sized Office,224 Westlake,224 Westlake Ave. N.,Seattle,LAKE UNION,47.62054,-122.33807,1926,1.0,4,0,35780,Office,22341.0,1912760.75,False,Compliant,13.33
21459,NonResidential,Mixed Use Property,Century,10 Harrison St.,Seattle,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,1964,1.0,4,7308,17824,Office,8061.0,564754.1875,False,Compliant,3.94
21464,Nonresidential COS,Other,Phelps Center,301 Mercer St.,Seattle,DOWNTOWN,47.60192,-122.33282,1966,1.0,1,0,49680,Other,49680.0,2844685.0,False,Compliant,119.34
21465,Nonresidential COS,Other,Playhouse,201 Mercer St.,Seattle,DOWNTOWN,47.60219,-122.3313,1962,1.0,1,0,36314,Other,36314.0,1832808.75,False,Compliant,44.33
21468,NonResidential,Other,Showbox Building,1412 1st Ave S,Seattle,DOWNTOWN,47.60849,-122.33924,1916,1.0,2,0,25920,Other - Entertainment/Public Assembly,11888.0,1257774.625,False,Compliant,8.77
21469,NonResidential,Small- and Mid-Sized Office,Doyle Building,119 Pine Street,Seattle,DOWNTOWN,47.60994,-122.33997,1919,1.0,4,0,47686,Office,25500.0,2071670.25,False,Compliant,77.48
21478,Campus,Mixed Use Property,Economy Market,1433 First Avenue,Seattle,DOWNTOWN,47.60805,-122.33978,1900,1.0,2,0,49280,Retail Store,15614.0,5437110.5,False,Compliant,98.28
21481,Campus,Low-Rise Multifamily,Sanitary Market,1525 FIrst Avenue,Seattle,DOWNTOWN,47.60918,-122.34079,1942,1.0,4,0,45500,Multifamily Housing,22669.0,3778355.0,False,Compliant,26.34
21482,Campus,Restaurant,Corner Market,1501 1st Avenue,Seattle,DOWNTOWN,47.60895,-122.34052,1912,1.0,2,0,25380,Restaurant,17114.0,6901554.0,False,Compliant,218.79
21483,NonResidential,Small- and Mid-Sized Office,(ID21483) Madore Building,1501 Western Avenue,Seattle,DOWNTOWN,47.60836,-122.34157,1915,1.0,6,0,40715,Office,20895.0,2827772.75,False,Compliant,44.89
21488,NonResidential,Mixed Use Property,E0010 - Elliott Court,2103-2107 Elliott Avenue,Seattle,DOWNTOWN,47.61113,-122.34556,1990,1.0,4,34800,47265,Parking,36036.0,1717130.875,False,Compliant,11.97
21495,NonResidential,Small- and Mid-Sized Office,Alaska Trade Building,1917 1St Ave,Seattle,DOWNTOWN,47.61041,-122.34214,1910,1.0,4,0,36160,Office,36160.0,1862176.875,False,Compliant,12.98
21496,NonResidential,Mixed Use Property,Soames Dunn Building,1916 Pike Place,Seattle,DOWNTOWN,47.61014,-122.34251,1918,1.0,1,0,34617,Other - Restaurant/Bar,6455.0,5136604.5,False,Compliant,143.34
21505,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,2200 Western Avenue,Seattle,DOWNTOWN,47.6123,-122.34611,1909,1.0,5,0,66900,Office,68048.0,1634178.25,False,Compliant,14.13
21506,NonResidential,Mixed Use Property,Scargo Apartments,2205 1st Ave,Seattle,DOWNTOWN,47.61252,-122.34565,1910,1.0,3,0,29340,Office,12714.0,2160420.0,False,Compliant,75.99
21508,NonResidential,Other,White and Hitchcock,2234 1st Ave,Seattle,DOWNTOWN,47.61341,-122.34597,1930,0.0,2,0,22710,Food Service,22710.0,287763.5,False,Compliant,2.01
21515,NonResidential,Small- and Mid-Sized Office,RDM Building,1938 Fairview Ave E,Seattle,LAKE UNION,47.6367,-122.3285,2000,1.0,3,13540,36959,Office,36959.0,3205182.5,False,Compliant,22.46
21520,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,1910 Fairview,Seattle,LAKE UNION,47.63616,-122.32718,1964,1.0,5,9605,44860,Office,57972.0,3600571.25,False,Compliant,41.22
21521,NonResidential,K-12 School,ST NICHOLAS SCHOOL,1501 10TH AVE E,Seattle,EAST,47.63239,-122.32072,1930,1.0,2,0,45960,K-12 School,45960.0,4167253.75,False,Compliant,182.81
21530,NonResidential,Small- and Mid-Sized Office,Space Needle Building,203 6th Avenue N,Seattle,LAKE UNION,47.61992,-122.34539,1959,1.0,2,0,21128,Office,21128.0,436604.0938,False,Compliant,3.04
21533,NonResidential,Mixed Use Property,Hyatt Place,110 6th Ave N,Seattle,LAKE UNION,47.61893,-122.34473,2008,1.0,4,0,274442,Hotel,108763.0,9155568.0,False,Compliant,220.26
21534,NonResidential,Small- and Mid-Sized Office,Little Wing,120 6th Ave N,Seattle,LAKE UNION,47.61952,-122.34462,2013,1.0,3,0,51552,Office,54150.0,1539066.375,False,Compliant,10.73
21535,NonResidential,Hotel,Travelodge - WA - Seattle - 07033,200 6th Ave N,Seattle,LAKE UNION,47.62014,-122.34456,1959,1.0,4,0,38520,Hotel,38500.0,2804534.0,False,Compliant,75.25
21537,NonResidential,Hotel,Seattle Pacific Hotel,325 Aurora Ave N,Seattle,LAKE UNION,47.62174,-122.34417,1961,1.0,3,4256,24930,Hotel,19000.0,867184.375,False,Compliant,30.22
21546,NonResidential,Worship Facility,Seattle Unity Church,200 8th Avenue N,Seattle,LAKE UNION,47.6201,-122.34071,1960,1.0,1,0,27338,Worship Facility,27338.0,581289.0,False,Compliant,4.05
21795,NonResidential,Other,Ignatius Hall,2400 11th Ave East,Seattle,EAST,47.64132,-122.31644,1999,1.0,2,65640,20110,Parking,65000.0,2045592.0,False,Compliant,77.76
21549,NonResidential,Laboratory,410 W. Harrison,410 W. Harrison St.,Seattle,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,1962,1.0,2,0,34416,Laboratory,20649.0,12015936.0,False,Compliant,422.45
21550,NonResidential,Small- and Mid-Sized Office,Bayview Building,129 1st Avenue West,Seattle,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,1930,1.0,3,0,45864,Office,45864.0,2590622.0,False,Compliant,115.43
21557,NonResidential,K-12 School,Lakeside Middle School,13510 1st Ave NE,Seattle,NORTHWEST,47.72726,-122.32835,1999,1.0,2,0,49252,K-12 School,61099.0,3485865.5,False,Compliant,104.91
21580,NonResidential,Small- and Mid-Sized Office,Galer,214 Galer St,Seattle,LAKE UNION,47.63245,-122.32529,1987,1.0,3,0,33176,Office,33176.0,1426279.5,False,Compliant,35.96
21582,NonResidential,Retail Store,WSECU - 4,1500 Fairview Ave E,Seattle,LAKE UNION,47.63246,-122.32658,1993,1.0,3,3764,21430,Retail Store,10751.0,1878742.875,False,Compliant,55.95
21611,NonResidential,Worship Facility,Seattle Chinese Baptist Church,5801 Beacon Avenue South,Seattle,GREATER DUWAMISH,47.55072,-122.30265,1977,1.0,99,0,21948,Worship Facility,21948.0,326001.1875,False,Compliant,2.27
21613,NonResidential,Other,Broadmoor Golf Club,2340 Broadmoor Dr. East,Seattle,EAST,47.64033,-122.29135,1927,1.0,3,0,31191,Other - Recreation,30095.0,5876439.0,False,Compliant,167.98
21617,NonResidential,Other,Bill Pierre Ford Service and Parts,12531 30th Ave NE,Seattle,NORTH,47.72039,-122.29729,1947,1.0,1,0,37377,"Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,3040978.0,False,Compliant,111.73
21622,NonResidential,Warehouse,1001 S Myrtle St,1001 S Myrtle St,Seattle,GREATER DUWAMISH,47.53906,-122.32031,1977,1.0,1,0,29380,Non-Refrigerated Warehouse,16768.0,856088.625,False,Compliant,5.97
21656,NonResidential,Worship Facility,Japanese Baptist Church,160 Broadway,Seattle,EAST,47.60321889,-122.3205567,1922,1.0,2,0,22688,Worship Facility,22688.0,331675.0,False,Compliant,7.07
21687,NonResidential,Other,DES Seattle Alaska St. Building,3411 S Alaska Street,Seattle,SOUTHEAST,47.56028,-122.28914,1962,1.0,2,0,22364,Adult Education,22364.0,1467029.75,False,Compliant,54.44
21689,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY,3600 S. Graham St.,Seattle,GREATER DUWAMISH,47.54693,-122.28718,1982,1.0,2,0,41262,Office,40738.0,1903455.875,False,Compliant,13.27
21716,NonResidential,Small- and Mid-Sized Office,223 Taylor Avenue North,223 Taylor Avenue North,Seattle,LAKE UNION,47.62038,-122.34668,1953,1.0,2,0,43183,Office,26580.0,7408342.0,False,Compliant,92.45
21723,NonResidential,Worship Facility,FAIRVIEW CHURCH (ID21723),7801 ROOSEVELT WAY NE,Seattle,NORTH,47.68566,-122.31849,1908,1.0,3,0,45680,Worship Facility,45680.0,2077039.375,False,Compliant,86.81
21768,NonResidential,Worship Facility,Mars Hill Church West Seattle,7551 35th Ave. SW,Seattle,SOUTHWEST,47.53439,-122.37699,1957,1.0,1,0,23562,Worship Facility,18278.0,531737.1875,False,Compliant,3.71
21772,NonResidential,Small- and Mid-Sized Office,Workshops Seattle Ballard LLC,700 NW 42ns St,Seattle,Ballard,47.65804,-122.36537,1999,1.0,4,0,28844,Office,10292.0,910718.6875,False,Compliant,6.35
21783,NonResidential,Warehouse,(ID21783) 601 SOUTH ALASKA,601 S Alaska St,Seattle,GREATER DUWAMISH,47.56067,-122.32646,1989,1.0,1,0,21101,Non-Refrigerated Warehouse,18373.0,675772.875,False,Compliant,27.97
21784,NonResidential,Refrigerated Warehouse,Sun Food Trading Co,4715 6th Ave S,Seattle,GREATER DUWAMISH,47.56067,-122.32705,1914,1.0,2,0,45594,Refrigerated Warehouse,45594.0,1351267.875,False,Compliant,9.42
21785,NonResidential,Other,AM Building,5907 4th Ave So,Seattle,GREATER DUWAMISH,47.55013,-122.33044,1950,1.0,1,0,26660,Manufacturing/Industrial Plant,26660.0,2241280.5,False,Compliant,15.62
21786,NonResidential,Warehouse,(ID21786) 615 S ALASKA,615 S ALASKA ST,Seattle,GREATER DUWAMISH,47.56056,-122.32593,1975,1.0,1,0,28126,Non-Refrigerated Warehouse,21780.0,870625.8125,False,Compliant,18.63
21787,NonResidential,Warehouse,NWCP-SEA OC Bldg,6020 6th Ave S,Seattle,GREATER DUWAMISH,47.54813,-122.32553,1964,1.0,1,0,35000,Non-Refrigerated Warehouse,35000.0,378714.4063,False,Compliant,2.64
21792,NonResidential,Warehouse,OTM 162,5964 6th Ave. S,Seattle,GREATER DUWAMISH,47.54948,-122.32536,1962,1.0,1,0,26150,Non-Refrigerated Warehouse,26150.0,1208407.625,False,Compliant,26.55
21793,NonResidential,Small- and Mid-Sized Office,5950 6th Avenue S. Building,5950 6th Avenue S.,Seattle,GREATER DUWAMISH,47.54974,-122.3261,1967,1.0,2,0,24000,Office,24000.0,1088556.25,False,Compliant,7.59
21794,NonResidential,K-12 School,Peyton,2400 11th Ave East,Seattle,EAST,47.64132,-122.31644,1968,1.0,5,0,43594,K-12 School,40809.0,2478045.5,False,Compliant,73.26
21822,NonResidential,Distribution Center,Care Medical Equipment,4135 Stone Way North,Seattle,LAKE UNION,47.65791,-122.34274,1912,1.0,1,0,28080,Distribution Center,25580.0,794724.625,False,Compliant,18.54
21879,NonResidential,Senior Care Community,HEALTH AND REHAB OF NORTH SEATTLE,13333 GREENWOOD AVE N,Seattle,NORTHWEST,47.72618,-122.35642,1954,1.0,2,0,51298,Senior Care Community,51298.0,5655578.0,False,Compliant,203.73
21883,NonResidential,Worship Facility,Shoreline,102 N 132nd St,Seattle,NORTHWEST,47.72558,-122.3578,1962,1.0,1,0,22047,Worship Facility,22898.0,265774.9063,False,Compliant,1.85
21893,NonResidential,Warehouse,South Park,9125 10th Ave S,Seattle,GREATER DUWAMISH,47.5213,-122.32182,1979,1.0,1,0,31600,Non-Refrigerated Warehouse,31600.0,3363535.5,False,Compliant,103.28
21894,NonResidential,Warehouse,821 WEARHOUSE,821 SO BARTON ST,Seattle,GREATER DUWAMISH,47.52024,-122.32137,2007,1.0,1,0,35289,Non-Refrigerated Warehouse,35289.0,876425.0,False,Compliant,23.9
21896,NonResidential,Warehouse,PNP Properties Building,860 South Cambridge Street,Seattle,GREATER DUWAMISH,47.51899,-122.321,1981,1.0,1,0,28920,Non-Refrigerated Warehouse,30000.0,1750419.0,False,Compliant,80.09
21897,NonResidential,Warehouse,9243 10TH AVE S (ID21897),9243 10TH AVE S,Seattle,GREATER DUWAMISH,47.5193,-122.3213,1978,1.0,1,0,22176,Non-Refrigerated Warehouse,22176.0,736428.625,False,Compliant,32.77
21904,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center A,115 NE 100th Street,Seattle,NORTH,47.70079,-122.32714,1974,1.0,3,0,39927,Office,39541.0,3568419.5,False,Compliant,24.88
21905,NonResidential,Other,Seattle Athletic Club,333 NE 97th,Seattle,NORTH,47.69883,-122.32479,1979,1.0,1,0,30610,Other - Recreation,23320.0,4294550.0,False,Compliant,135.81
21907,NonResidential,Medical Office,North Seattle Professional Center,9730 3rd Avenue NE,Seattle,NORTH,47.70007,-122.32533,1980,1.0,2,6350,20580,Medical Office,26930.0,1002995.0,False,Compliant,6.99
21909,NonResidential,Medical Office,311 NGT Northgate Med,9800 4th Ave NE,Seattle,NORTH,47.70087,-122.32379,1968,1.0,2,0,38745,Medical Office,65069.0,2890379.0,False,Compliant,49.62
21913,NonResidential,Self-Storage Facility,CORRY'S DRYCLEANING (ID21913),4640 UNION BAY PL NE,Seattle,NORTHEAST,47.66353,-122.29505,1959,1.0,2,0,20296,Self-Storage Facility,20296.0,855665.125,False,Compliant,5.97
21916,NonResidential,Mixed Use Property,Union Bay Plaza,4540 Union Bay Plaza NE,Seattle,NORTHEAST,47.66246,-122.29342,1945,1.0,2,0,22135,Medical Office,10388.0,1261634.5,False,Compliant,27.41
21917,NonResidential,Medical Office,Lakeview Medical Building,3216 NE 45th Place,Seattle,NORTHEAST,47.66183,-122.29264,1967,1.0,3,0,38378,Medical Office,35066.0,1645605.125,False,Compliant,53.73
21920,NonResidential,Warehouse,Bowman Building 9742,4625 Union Way Place,Seattle,NORTHEAST,47.66294,-122.29521,1980,1.0,2,0,33576,Non-Refrigerated Warehouse,33576.0,1275231.75,False,Compliant,49.73
21921,NonResidential,Supermarket / Grocery Store,Safeway 0488 - 45th St,3020 NE 45th St,Seattle,NORTHEAST,47.66205,-122.29545,1975,1.0,1,0,33005,Supermarket/Grocery Store,34982.0,10642754.0,False,Compliant,225.67
21945,NonResidential,Other,First Hill Plaza Retail Building,1300 Madison St,Seattle,EAST,47.61074,-122.32259,1981,1.0,1,0,20971,Parking,23483.0,729397.1875,False,Compliant,5.08
21955,NonResidential,Small- and Mid-Sized Office,Magnolia Center,3214 W McGraw St,Seattle,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,1927,1.0,3,0,23910,Office,20000.0,873577.3125,False,Compliant,15.11
21964,NonResidential,Worship Facility,(ID21964) BALLARD BAPTIST CHURCH,2004 NW 63RD ST,Seattle,BALLARD,47.67477,-122.38241,1910,1.0,2,0,21765,Worship Facility,21765.0,431390.4063,False,Compliant,17.38
22078,NonResidential,Worship Facility,Immaculate Conception Church,820 18th Ave.,Seattle,CENTRAL,47.6101,-122.30838,1901,1.0,2,0,26560,Worship Facility,26560.0,1751483.875,False,Compliant,64.88
22095,NonResidential,Warehouse,Culbertson Warehouse,3535 Interlake Ave North,Seattle,LAKE UNION,47.65022,-122.34174,1957,1.0,2,0,20140,Non-Refrigerated Warehouse,20140.0,116486.6016,False,Compliant,0.81
22139,NonResidential,Retail Store,King Plaza 7101,7101 Martin Luther King Jr Way S,Seattle,GREATER DUWAMISH,47.53846,-122.28305,1992,1.0,2,0,38845,Retail Store,38845.0,6917280.0,False,Compliant,215.56
22142,NonResidential,Supermarket / Grocery Store,Safeway 0219 - Othello St,3900 S Othello St,Seattle,GREATER DUWAMISH,47.53747,-122.28308,1953,1.0,1,0,26092,Supermarket/Grocery Store,25946.0,7619445.0,False,Compliant,173.75
22163,NonResidential,Small- and Mid-Sized Office,THE CHAPMAN BLDG,5811 6TH AVE S,Seattle,GREATER DUWAMISH,47.55045,-122.32749,1967,1.0,1,0,25500,Office,25500.0,1213869.75,False,Compliant,55.3
22165,NonResidential,Warehouse,(ID22165) MICHIGAN STREET BUILDINGS,790 S Michigan St,Seattle,GREATER DUWAMISH,47.5478,-122.32307,1961,1.0,1,0,41895,Non-Refrigerated Warehouse,37524.0,1242311.5,False,Compliant,25.09
22166,NonResidential,Retail Store,Georgetown Center Bldg A,800 S Michigan ST.,Seattle,GREATER DUWAMISH,47.54912,-122.32184,1958,1.0,2,0,56193,Retail Store,56193.0,2497942.75,False,Compliant,46.9
22223,NonResidential,K-12 School,St. Alphonsus School,5806 15th Ave. NW,Seattle,BALLARD,47.6712,-122.37568,1922,1.0,3,0,35448,K-12 School,35448.0,1379932.5,False,Compliant,60.34
22230,NonResidential,Supermarket / Grocery Store,BALLARD MARKET (ID22230),1400 NW 56th St,Seattle,BALLARD,47.66986,-122.37418,1966,1.0,1,0,29214,Supermarket/Grocery Store,29214.0,9336239.0,False,Compliant,208.53
22240,NonResidential,Supermarket / Grocery Store,Safeway 1477 - Market St,1423 NW Market St,Seattle,BALLARD,47.66828,-122.37428,2000,1.0,1,43035,46068,Supermarket/Grocery Store,47034.0,14029480.0,False,Compliant,384.85
22252,NonResidential,Other,1415 NW 52nd,1415 NW 52nd St,Seattle,BALLARD,47.66621,-122.37502,1961,1.0,1,0,32000,Other - Recreation,29880.0,1331122.125,False,Compliant,45.38
22259,NonResidential,Mixed Use Property,Building C,1148 NW Leary Way,Seattle,BALLARD,47.66389,-122.37307,1910,1.0,2,0,31140,Other,14840.0,935580.3125,False,Compliant,38.86
22261,NonResidential,Warehouse,Building B,1141 NW 50th St,Seattle,BALLARD,47.6644,-122.37246,1975,1.0,3,0,41478,Non-Refrigerated Warehouse,31932.0,3035962.25,False,Compliant,78.22
22264,NonResidential,Warehouse,Building A,1118 NW Leary Way,Seattle,BALLARD,47.66411,-122.37185,1980,1.0,1,0,39840,Non-Refrigerated Warehouse,39840.0,752104.0,False,Compliant,5.24
22312,Nonresidential COS,Other,The Seattle Public Library - Ballard Branch,5614 22nd Ave. N.W.,Seattle,BALLARD,47.66984,-122.3842,2004,1.0,1,15576,15000,Library,15000.0,1533245.75,False,Compliant,38.52
22327,NonResidential,Other,Ballard Masonic Center,2006 NW Market Street,Seattle,BALLARD,47.66894,-122.38242,1924,1.0,2,0,21528,Social/Meeting Hall,21528.0,306911.0938,False,Compliant,6.61
22332,NonResidential,Other,Ballard Square,2228 NW Market Street,Seattle,BALLARD,47.66908,-122.38627,1928,1.0,2,0,30000,Strip Mall,25828.0,1094940.75,False,Compliant,13.14
22420,NonResidential,Other,SUNSET,1138 NW 63RD ST,Seattle,BALLARD,47.67482,-122.37316,1942,1.0,2,0,30087,Other,30554.0,5274642.0,False,Compliant,36.77
22438,NonResidential,Worship Facility,Quest Church,1401 NW Leary Way,Seattle,BALLARD,47.66327,-122.37439,1975,1.0,1,0,40445,Worship Facility,40445.0,786253.6875,False,Compliant,29.24
22440,NonResidential,Retail Store,Office Max #560,1135 NW Leary Way,Seattle,BALLARD,47.66318,-122.37283,1996,1.0,1,0,23500,Retail Store,23500.0,1137967.5,False,Compliant,13.29
22454,NonResidential,Retail Store,Ballard Goodwill,6400 8th Avenue NW,Seattle,Ballard,47.67518,-122.36549,1967,1.0,1,0,22420,Retail Store,23067.0,1404253.75,False,Compliant,31.79
22479,NonResidential,Supermarket / Grocery Store,70500811 -- Interbay,1600 West Dravus,Seattle,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1961,1.0,1,0,25842,Supermarket/Grocery Store,25987.0,8518313.0,False,Compliant,237.54
22480,NonResidential,Small- and Mid-Sized Office,3257 16TH AVE W,3257 16TH AVE W,Seattle,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1992,1.0,3,0,26389,Office,16766.0,1208035.375,False,Compliant,8.42
22486,NonResidential,Small- and Mid-Sized Office,Canal Building,3600 15th Ave W,Seattle,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,1982,1.0,3,0,25859,Office,25859.0,858780.625,False,Compliant,14.9
22502,NonResidential,Warehouse,Commodore,2440 W Commodore Way,Seattle,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1974,1.0,1,0,25600,Non-Refrigerated Warehouse,20600.0,1730600.625,False,Compliant,34.26
22504,NonResidential,Other,"MER Equipment,Inc.",2400 w Commodore Way,Seattle,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1965,1.0,1,0,23169,Manufacturing/Industrial Plant,10200.0,222255.9063,False,Compliant,1.55
22509,NonResidential,Small- and Mid-Sized Office,Salmon Bay Landing,2320 W Commodore Way,Seattle,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,2008,1.0,4,8399,33385,Office,33385.0,1294615.25,False,Compliant,9.03
